,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,777441000.0,806998000.0,820994000.0,847375000.0
Capital Surplus,2003473000.0,1968930000.0,1960143000.0,1941509000.0
Total Liab,6046264000.0,6225539000.0,5803099000.0,5819075000.0
Total Stockholder Equity,891594000.0,1090428000.0,1037503000.0,991219000.0
Other Current Liab,2088683000.0,2004098000.0,1710896000.0,1765325000.0
Total Assets,6937858000.0,7315967000.0,6840602000.0,6810294000.0
Common Stock,82000.0,82000.0,82000.0,82000.0
Other Current Assets,272956000.0,275755000.0,223938000.0,246402000.0
Retained Earnings,2419567000.0,2255467000.0,2135860000.0,2118896000.0
Other Liab,469544000.0,465304000.0,452533000.0,446227000.0
Good Will,2943500000.0,2945547000.0,2938708000.0,2935609000.0
Treasury Stock,-3531528000.0,-3134051000.0,-3058582000.0,-3069268000.0
Other Assets,262655000.0,256316000.0,230792000.0,248052000.0
Cash,445995000.0,712583000.0,553715000.0,356633000.0
Total Current Liabilities,2812421000.0,2947494000.0,2521562000.0,2539322000.0
Short Long Term Debt,55229000.0,55401000.0,55217000.0,72557000.0
Other Stockholder Equity,-93178000.0,-99228000.0,-130213000.0,-142175000.0
Property Plant Equipment,956406000.0,984048000.0,984704000.0,1012073000.0
Total Current Assets,1997856000.0,2323058000.0,1865404000.0,1767185000.0
Net Tangible Assets,-2829347000.0,-2662117000.0,-2722199000.0,-2791765000.0
Net Receivables,1195309000.0,1255948000.0,972854000.0,1071215000.0
Long Term Debt,1999174000.0,2032575000.0,2043299000.0,2031407000.0
Accounts Payable,583359000.0,38588000.0,673058000.0,621272000.0
Deferred Long Term Asset Charges,,103559000.0,,
