,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Change To Liabilities,52195000.0,-11744000.0,383181000.0,-140709000.0
Total Cashflows From Investing Activities,-21329000.0,-14980000.0,-23043000.0,-12521000.0
Net Borrowings,-200127000.0,-248000.0,-127000.0,-10127000.0
Total Cash From Financing Activities,-207263000.0,-42272000.0,-98199000.0,-403220000.0
Change To Operating Activities,33700000.0,-1044000.0,-5880000.0,-20251000.0
Issuance Of Stock,4078000.0,4094000.0,4272000.0,5357000.0
Net Income,55077000.0,16964000.0,119607000.0,164100000.0
Change In Cash,128783000.0,197082000.0,158868000.0,-266588000.0
Repurchase Of Stock,-698000.0,-2255000.0,-100185000.0,-398450000.0
Effect Of Exchange Rate,14207000.0,10421000.0,19662000.0,-8145000.0
Total Cash From Operating Activities,343168000.0,243913000.0,260448000.0,157298000.0
Depreciation,74330000.0,73591000.0,46456000.0,74839000.0
Change To Account Receivables,125463000.0,107995000.0,-269710000.0,54192000.0
Change To Netincome,-1352000.0,56056000.0,-43043000.0,24204000.0
Capital Expenditures,-21329000.0,-14980000.0,-23043000.0,-12521000.0
Other Cashflows From Financing Activities,-10516000.0,-43863000.0,-2159000.0,
