,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,-157000000.0,-279000000.0,-196000000.0,-407000000.0
Change To Liabilities,1081000000.0,787000000.0,-948000000.0,-84000000.0
Total Cashflows From Investing Activities,7518000000.0,-2195000000.0,-2192000000.0,-841000000.0
Net Borrowings,-349000000.0,-1233000000.0,-2967000000.0,-412000000.0
Total Cash From Financing Activities,-3325000000.0,-5404000000.0,-4095000000.0,-2764000000.0
Change To Operating Activities,-258000000.0,-731000000.0,-586000000.0,590000000.0
Issuance Of Stock,489000000.0,112000000.0,93000000.0,108000000.0
Net Income,465000000.0,4641000000.0,-1359000000.0,1225000000.0
Change In Cash,-435000000.0,-3484000000.0,-397000000.0,2724000000.0
Repurchase Of Stock,-81000000.0,-77000000.0,-560000000.0,-152000000.0
Effect Of Exchange Rate,320000000.0,-99000000.0,-27000000.0,107000000.0
Total Cash From Operating Activities,-4929000000.0,4254000000.0,5930000000.0,6226000000.0
Depreciation,2464000000.0,2816000000.0,2842000000.0,2778000000.0
Other Cashflows From Investing Activities,10221000000.0,288000000.0,-34000000.0,29000000.0
Dividends Paid,-3235000000.0,-3711000000.0,-2085000000.0,-2071000000.0
Change To Inventory,-891000000.0,-859000000.0,668000000.0,515000000.0
Change To Account Receivables,-11431000000.0,-855000000.0,1253000000.0,171000000.0
Other Cashflows From Financing Activities,-149000000.0,-495000000.0,1424000000.0,-237000000.0
Change To Netincome,3559000000.0,-1638000000.0,3964000000.0,935000000.0
Capital Expenditures,-3115000000.0,-2251000000.0,-2046000000.0,-1392000000.0
