,2017-09-30,2018-09-29,2019-09-28,2020-10-03
Intangible Assets,6995000000.0,6812000000.0,23215000000.0,19173000000.0
Total Liab,49637000000.0,44643000000.0,91132000000.0,104037000000.0
Total Stockholder Equity,41315000000.0,48773000000.0,88877000000.0,83583000000.0
Minority Interest,4837000000.0,5182000000.0,13975000000.0,13929000000.0
Other Current Liab,5299000000.0,5378000000.0,5677000000.0,4545000000.0
Total Assets,95789000000.0,98598000000.0,193984000000.0,201549000000.0
Common Stock,36248000000.0,36779000000.0,53907000000.0,54497000000.0
Other Current Assets,143000000.0,635000000.0,979000000.0,875000000.0
Retained Earnings,72606000000.0,82679000000.0,42494000000.0,38315000000.0
Other Liab,10923000000.0,9699000000.0,21530000000.0,21581000000.0
Good Will,31426000000.0,31269000000.0,80293000000.0,77689000000.0
Treasury Stock,-67539000000.0,-70685000000.0,-7524000000.0,-9229000000.0
Other Assets,9871000000.0,11253000000.0,27525000000.0,29407000000.0
Cash,4017000000.0,4150000000.0,5418000000.0,17914000000.0
Total Current Liabilities,19595000000.0,17860000000.0,31341000000.0,26628000000.0
Short Long Term Debt,3400000000.0,2785000000.0,3515000000.0,3688000000.0
Other Stockholder Equity,-3528000000.0,-3097000000.0,-6617000000.0,-8322000000.0
Property Plant Equipment,28406000000.0,29540000000.0,31603000000.0,36126000000.0
Total Current Assets,15889000000.0,16825000000.0,28124000000.0,35251000000.0
Long Term Investments,3202000000.0,2899000000.0,3224000000.0,3903000000.0
Net Tangible Assets,2894000000.0,10692000000.0,-14631000000.0,-13279000000.0
Net Receivables,8633000000.0,9334000000.0,15481000000.0,12708000000.0
Long Term Debt,19119000000.0,17084000000.0,38129000000.0,52917000000.0
Inventory,2651000000.0,2706000000.0,6246000000.0,3754000000.0
Accounts Payable,6305000000.0,6503000000.0,13778000000.0,12663000000.0
