,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Total Liab,47103000000.0,46515000000.0,45440000000.0,45539000000.0,47770000000.0,48443000000.0,49364000000.0
Total Stockholder Equity,16452000000.0,17199000000.0,16958000000.0,16254000000.0,14303000000.0,13917000000.0,14161000000.0
Other Current Liab,1423000000.0,1074000000.0,1227000000.0,1550000000.0,1383000000.0,1433000000.0,3578000000.0
Total Assets,63555000000.0,63714000000.0,62398000000.0,61793000000.0,62073000000.0,62360000000.0,63525000000.0
Common Stock,2781000000.0,2781000000.0,2781000000.0,2781000000.0,2781000000.0,2781000000.0,14161000000.0
Other Current Assets,261000000.0,255000000.0,212000000.0,207000000.0,249000000.0,227000000.0,2545000000.0
Other Liab,14065000000.0,14301000000.0,14324000000.0,14380000000.0,14455000000.0,14510000000.0,14628000000.0
Other Assets,460000000.0,496000000.0,249000000.0,264000000.0,249000000.0,285000000.0,1075000000.0
Cash,2706000000.0,2601000000.0,1799000000.0,1183000000.0,1115000000.0,1194000000.0,960000000.0
Total Current Liabilities,5279000000.0,4841000000.0,4173000000.0,4871000000.0,4357000000.0,5111000000.0,5744000000.0
Short Long Term Debt,1885000000.0,1885000000.0,960000000.0,1485000000.0,1038000000.0,1795000000.0,2166000000.0
Property Plant Equipment,55284000000.0,55349000000.0,55092000000.0,54967000000.0,55104000000.0,55321000000.0,56658000000.0
Total Current Assets,5083000000.0,5130000000.0,4214000000.0,3719000000.0,3764000000.0,3810000000.0,3551000000.0
Long Term Investments,2042000000.0,2071000000.0,2164000000.0,2167000000.0,2277000000.0,2273000000.0,2241000000.0
Net Tangible Assets,15766000000.0,16531000000.0,16279000000.0,15578000000.0,13624000000.0,13246000000.0,14161000000.0
Short Term Investments,60000000.0,60000000.0,60000000.0,60000000.0,46000000.0,46000000.0,46000000.0
Long Term Debt,26012000000.0,25706000000.0,25320000000.0,24735000000.0,27378000000.0,27232000000.0,27563000000.0
Intangible Assets,686000000.0,668000000.0,679000000.0,676000000.0,679000000.0,671000000.0,
Capital Surplus,4135000000.0,4849000000.0,4864000000.0,4874000000.0,4499000000.0,4947000000.0,
Retained Earnings,49892000000.0,50600000000.0,51326000000.0,52019000000.0,53116000000.0,54094000000.0,
Treasury Stock,-40356000000.0,-41031000000.0,-42013000000.0,-43420000000.0,-46093000000.0,-47905000000.0,
Other Stockholder Equity,-1372000000.0,-1351000000.0,-1593000000.0,-1594000000.0,-1551000000.0,-1533000000.0,
Net Receivables,1388000000.0,1565000000.0,1505000000.0,1610000000.0,1666000000.0,1679000000.0,
Inventory,668000000.0,649000000.0,638000000.0,659000000.0,688000000.0,664000000.0,
Accounts Payable,595000000.0,649000000.0,612000000.0,634000000.0,612000000.0,683000000.0,
