,2020-07-31,2020-10-30,2021-01-29,2021-04-30,2021-07-30
Intangible Assets,140000000.0,125000000.0,110000000.0,101000000.0,97000000.0
Total Liab,8132000000.0,8050000000.0,8208000000.0,8675000000.0,8436000000.0
Total Stockholder Equity,284000000.0,370000000.0,478000000.0,685000000.0,720000000.0
Deferred Long Term Liab,88000000.0,98000000.0,101000000.0,111000000.0,109000000.0
Other Current Liab,1846000000.0,1839000000.0,1978000000.0,2084000000.0,2013000000.0
Total Assets,8416000000.0,8420000000.0,8686000000.0,9360000000.0,9156000000.0
Common Stock,323000000.0,372000000.0,456000000.0,504000000.0,550000000.0
Other Current Assets,297000000.0,256000000.0,307000000.0,338000000.0,314000000.0
Retained Earnings,,30000000.0,56000000.0,211000000.0,204000000.0
Other Liab,2436000000.0,2415000000.0,2450000000.0,2520000000.0,2489000000.0
Good Will,2038000000.0,2039000000.0,2039000000.0,2039000000.0,2050000000.0
Treasury Stock,-39000000.0,-32000000.0,-34000000.0,-30000000.0,-34000000.0
Other Assets,451000000.0,470000000.0,470000000.0,477000000.0,507000000.0
Cash,3633000000.0,3529000000.0,3808000000.0,4529000000.0,4492000000.0
Total Current Liabilities,2976000000.0,2920000000.0,3050000000.0,3452000000.0,3103000000.0
Deferred Long Term Asset Charges,208000000.0,225000000.0,224000000.0,219000000.0,233000000.0
Other Stockholder Equity,-39000000.0,-32000000.0,-34000000.0,-30000000.0,-34000000.0
Property Plant Equipment,872000000.0,866000000.0,851000000.0,639000000.0,792000000.0
Total Current Assets,4817000000.0,4821000000.0,5114000000.0,6001000000.0,5631000000.0
Long Term Investments,98000000.0,99000000.0,102000000.0,103000000.0,79000000.0
Net Tangible Assets,-1894000000.0,-1794000000.0,-1671000000.0,-1455000000.0,-1427000000.0
Short Term Investments,147000000.0,124000000.0,94000000.0,75000000.0,62000000.0
Net Receivables,604000000.0,796000000.0,799000000.0,945000000.0,655000000.0
Long Term Debt,2630000000.0,2631000000.0,2632000000.0,2632000000.0,2633000000.0
Inventory,136000000.0,116000000.0,106000000.0,114000000.0,108000000.0
Accounts Payable,396000000.0,367000000.0,336000000.0,420000000.0,368000000.0
