,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Investments,-26731000.0,-20618000.0,-69342000.0,-7513000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-460842000.0,-1686687000.0,-113548000.0,-407406000.0
Net Borrowings,295951000.0,615515000.0,-119885000.0,272166000.0
Total Cash From Financing Activities,-152594000.0,880383000.0,-260067000.0,-111785000.0
Change To Operating Activities,-46825000.0,-3110000.0,11107000.0,-13286000.0
Issuance Of Stock,102234000.0,725315000.0,299825000.0,299825000.0
Net Income,64266000.0,184965000.0,203106000.0,121558000.0
Change In Cash,-9120000.0,-175600000.0,187061000.0,-276000.0
Repurchase Of Stock,-19795000.0,-19795000.0,-19988000.0,-19988000.0
Total Cash From Operating Activities,604316000.0,630704000.0,560676000.0,518915000.0
Depreciation,618629000.0,507923000.0,435679000.0,436462000.0
Other Cashflows From Investing Activities,-7285000.0,-111391000.0,-22790000.0,321000.0
Dividends Paid,-423567000.0,-387142000.0,-346077000.0,-331501000.0
Other Cashflows From Financing Activities,-107417000.0,-73305000.0,-73942000.0,-52450000.0
Change To Netincome,-31754000.0,-59074000.0,-89216000.0,-25819000.0
Capital Expenditures,-11008000.0,-17159000.0,-4850000.0,-1384000.0
