,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31
Change To Liabilities,825000000.0,198000000.0,43000000.0,-178000000.0,-63000000.0
Total Cashflows From Investing Activities,-1156000000.0,-1418000000.0,-1394000000.0,-1527000000.0,-1671000000.0
Net Borrowings,2662000000.0,914000000.0,-19000000.0,-30000000.0,-2971000000.0
Total Cash From Financing Activities,2514000000.0,825000000.0,148000000.0,-152000000.0,-2911000000.0
Change To Operating Activities,-804000000.0,-80000000.0,-110000000.0,-136000000.0,-1546000000.0
Issuance Of Stock,26000000.0,82000000.0,349000000.0,51000000.0,258000000.0
Net Income,-334000000.0,1245000000.0,1226000000.0,892000000.0,1868000000.0
Change In Cash,3115000000.0,2073000000.0,1385000000.0,517000000.0,-1769000000.0
Effect Of Exchange Rate,-62000000.0,15000000.0,52000000.0,34000000.0,70000000.0
Total Cash From Operating Activities,1819000000.0,2651000000.0,2579000000.0,2162000000.0,2743000000.0
Depreciation,927000000.0,926000000.0,936000000.0,956000000.0,975000000.0
Dividends Paid,-170000000.0,-170000000.0,-171000000.0,-172000000.0,-173000000.0
Change To Account Receivables,-827000000.0,-387000000.0,-713000000.0,-87000000.0,1187000000.0
Other Cashflows From Financing Activities,-4000000.0,-1000000.0,-11000000.0,-1000000.0,-25000000.0
Change To Netincome,2032000000.0,749000000.0,1197000000.0,715000000.0,322000000.0
Capital Expenditures,-1163000000.0,-1424000000.0,-1402000000.0,-1376000000.0,-1682000000.0
