,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,1332000000.0,1411000000.0,1376000000.0,1407000000.0
Capital Surplus,935000000.0,946000000.0,917000000.0,762000000.0
Total Liab,8924000000.0,9185000000.0,8443000000.0,8434000000.0
Total Stockholder Equity,1032000000.0,509000000.0,442000000.0,210000000.0
Minority Interest,2874000000.0,2843000000.0,2567000000.0,2461000000.0
Other Current Liab,2801000000.0,2703000000.0,2135000000.0,2456000000.0
Total Assets,12830000000.0,12537000000.0,11452000000.0,11105000000.0
Common Stock,294000000.0,294000000.0,294000000.0,294000000.0
Other Current Assets,39000000.0,37000000.0,32000000.0,17000000.0
Retained Earnings,13920000000.0,13367000000.0,13368000000.0,13189000000.0
Other Liab,885000000.0,944000000.0,955000000.0,866000000.0
Good Will,3713000000.0,3735000000.0,3715000000.0,3700000000.0
Treasury Stock,-14117000000.0,-14098000000.0,-14137000000.0,-14035000000.0
Other Assets,719000000.0,625000000.0,612000000.0,614000000.0
Cash,4500000000.0,4108000000.0,3148000000.0,2667000000.0
Total Current Liabilities,3403000000.0,3587000000.0,2815000000.0,3040000000.0
Other Stockholder Equity,-648000000.0,-637000000.0,-677000000.0,-704000000.0
Property Plant Equipment,760000000.0,778000000.0,908000000.0,925000000.0
Total Current Assets,6306000000.0,5988000000.0,4841000000.0,4459000000.0
Net Tangible Assets,-4013000000.0,-4637000000.0,-4649000000.0,-4897000000.0
Net Receivables,1509000000.0,1593000000.0,1427000000.0,1557000000.0
Long Term Debt,4111000000.0,4110000000.0,4110000000.0,3950000000.0
Accounts Payable,241000000.0,233000000.0,186000000.0,186000000.0
Deferred Long Term Asset Charges,,67000000.0,,
Short Term Investments,,9000000.0,,
