,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Change To Liabilities,41000000.0,63000000.0,64000000.0,-21000000.0,6000000.0,76000000.0
Total Cashflows From Investing Activities,-974000000.0,-441000000.0,-1719000000.0,-1035000000.0,-1167000000.0,-863000000.0
Net Borrowings,2092000000.0,-1118000000.0,-216000000.0,2314000000.0,269000000.0,101000000.0
Total Cash From Financing Activities,1885000000.0,-1334000000.0,289000000.0,2081000000.0,41000000.0,-134000000.0
Change To Operating Activities,-204000000.0,-31000000.0,114000000.0,-1072000000.0,-91000000.0,-103000000.0
Issuance Of Stock,5000000.0,5000000.0,722000000.0,13000000.0,13000000.0,13000000.0
Net Income,287000000.0,603000000.0,288000000.0,362000000.0,311000000.0,609000000.0
Change In Cash,1390000000.0,-749000000.0,-756000000.0,910000000.0,-501000000.0,93000000.0
Total Cash From Operating Activities,479000000.0,1026000000.0,674000000.0,-136000000.0,625000000.0,1090000000.0
Depreciation,508000000.0,546000000.0,529000000.0,547000000.0,552000000.0,584000000.0
Other Cashflows From Investing Activities,-12000000.0,-13000000.0,-31000000.0,-11000000.0,-224000000.0,202000000.0
Dividends Paid,-217000000.0,-217000000.0,-218000000.0,-223000000.0,-237000000.0,-238000000.0
Change To Inventory,-18000000.0,-52000000.0,-43000000.0,39000000.0,-32000000.0,-89000000.0
Change To Account Receivables,-40000000.0,-100000000.0,-173000000.0,66000000.0,-115000000.0,-45000000.0
Other Cashflows From Financing Activities,10000000.0,-4000000.0,1000000.0,-10000000.0,9000000.0,-10000000.0
Change To Netincome,-95000000.0,-3000000.0,-105000000.0,-57000000.0,-6000000.0,58000000.0
Capital Expenditures,-962000000.0,-1112000000.0,-1688000000.0,-1024000000.0,-943000000.0,-1065000000.0
