,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Investments,14119000.0,-5869000.0,5407000.0,-16940000.0
Change To Liabilities,38480000.0,9241000.0,-19226000.0,-14716000.0
Total Cashflows From Investing Activities,-25573000.0,-37396000.0,39881000.0,6770000.0
Net Borrowings,-108751000.0,-303021000.0,-66253000.0,-272076000.0
Total Cash From Financing Activities,-215655000.0,-426256000.0,-66836000.0,-385262000.0
Change To Operating Activities,3054000.0,1448000.0,7583000.0,-10017000.0
Issuance Of Stock,199000.0,199000.0,96000.0,96000.0
Net Income,19046000.0,12688000.0,38487000.0,80656000.0
Change In Cash,-149487000.0,-306482000.0,97574000.0,-239130000.0
Repurchase Of Stock,-251000.0,-107000.0,-3996000.0,-3996000.0
Total Cash From Operating Activities,91741000.0,157170000.0,124529000.0,139362000.0
Depreciation,75062000.0,77417000.0,76046000.0,71683000.0
Other Cashflows From Investing Activities,-241000.0,-11000.0,2080000.0,1229000.0
Dividends Paid,-100562000.0,-100567000.0,-100580000.0,-100580000.0
Change To Account Receivables,-42680000.0,28183000.0,12872000.0,15760000.0
Other Cashflows From Financing Activities,-6091000.0,-22760000.0,-583000.0,-8706000.0
Change To Netincome,-3839000.0,25864000.0,7310000.0,-6171000.0
