,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,-18000000.0,-18000000.0,-18000000.0,-18000000.0
Change To Liabilities,29000000.0,1000000.0,-60000000.0,368000000.0
Total Cashflows From Investing Activities,-50000000.0,-64000000.0,-147000000.0,-50000000.0
Net Borrowings,-143000000.0,-113000000.0,-241000000.0,-35000000.0
Total Cash From Financing Activities,-574000000.0,-255000000.0,-409000000.0,76000000.0
Change To Operating Activities,-99000000.0,38000000.0,43000000.0,18000000.0
Net Income,308000000.0,251000000.0,266000000.0,224000000.0
Change In Cash,-56000000.0,49000000.0,-175000000.0,707000000.0
Repurchase Of Stock,-300000000.0,-300000000.0,-300000000.0,-300000000.0
Effect Of Exchange Rate,-17000000.0,59000000.0,33000000.0,17000000.0
Total Cash From Operating Activities,585000000.0,309000000.0,348000000.0,664000000.0
Depreciation,51000000.0,51000000.0,48000000.0,49000000.0
Other Cashflows From Investing Activities,36000000.0,10000000.0,-76000000.0,-3000000.0
Dividends Paid,-87000000.0,-87000000.0,-86000000.0,-87000000.0
Change To Inventory,-39000000.0,25000000.0,-30000000.0,-22000000.0
Change To Account Receivables,314000000.0,-79000000.0,-9000000.0,-32000000.0
Other Cashflows From Financing Activities,-44000000.0,-55000000.0,-82000000.0,198000000.0
Change To Netincome,21000000.0,22000000.0,90000000.0,59000000.0
Capital Expenditures,-44000000.0,-71000000.0,-37000000.0,-36000000.0
