,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Intangible Assets,3345000000.0,3308000000.0,3887000000.0,3846000000.0
Capital Surplus,26087000000.0,26148000000.0,26542000000.0,26667000000.0
Total Liab,194042000000.0,191663000000.0,185517000000.0,183968000000.0
Total Stockholder Equity,39304000000.0,43341000000.0,45030000000.0,48343000000.0
Minority Interest,4189000000.0,4667000000.0,4647000000.0,6100000000.0
Other Current Liab,5834000000.0,5708000000.0,6180000000.0,6217000000.0
Total Assets,237535000000.0,239671000000.0,235194000000.0,238411000000.0
Common Stock,14000000.0,14000000.0,14000000.0,14000000.0
Other Current Assets,6669000000.0,4525000000.0,5217000000.0,4448000000.0
Retained Earnings,25104000000.0,29134000000.0,31962000000.0,34988000000.0
Other Liab,28028000000.0,28316000000.0,31657000000.0,30521000000.0
Treasury Stock,-11901000000.0,-11955000000.0,-13488000000.0,-13326000000.0
Other Assets,29920000000.0,29233000000.0,28997000000.0,29012000000.0
Cash,21728000000.0,22239000000.0,14892000000.0,15309000000.0
Total Current Liabilities,77904000000.0,80603000000.0,79910000000.0,76323000000.0
Deferred Long Term Asset Charges,24654000000.0,23970000000.0,24136000000.0,23090000000.0
Other Stockholder Equity,-11901000000.0,-11955000000.0,-13488000000.0,-13326000000.0
Property Plant Equipment,37066000000.0,36989000000.0,38632000000.0,37797000000.0
Total Current Assets,87497000000.0,89177000000.0,80924000000.0,82091000000.0
Long Term Investments,6240000000.0,6561000000.0,6825000000.0,7349000000.0
Net Tangible Assets,34022000000.0,38096000000.0,39800000000.0,43158000000.0
Short Term Investments,9254000000.0,9962000000.0,9046000000.0,7771000000.0
Net Receivables,7946000000.0,9939000000.0,8035000000.0,9126000000.0
Long Term Debt,31937000000.0,26160000000.0,15956000000.0,16124000000.0
Inventory,10280000000.0,10934000000.0,10235000000.0,12066000000.0
Accounts Payable,15154000000.0,20914000000.0,19928000000.0,20446000000.0
Good Will,600000000.0,600000000.0,,
