,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Investments,466000.0,-712000.0,-1675000.0,-129000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-161796000.0,-277888000.0,-227859000.0,-262327000.0
Net Borrowings,-274234000.0,83486000.0,209425000.0,-251830000.0
Total Cash From Financing Activities,-302496000.0,71784000.0,217667000.0,-269877000.0
Change To Operating Activities,415489000.0,584094000.0,-135746000.0,-397320000.0
Issuance Of Stock,2850000.0,3436000.0,3030000.0,3357000.0
Net Income,251929000.0,241279000.0,308708000.0,209091000.0
Change In Cash,485049000.0,561617000.0,133265000.0,-459986000.0
Repurchase Of Stock,-27962000.0,-44000.0,-6621000.0,-7464000.0
Effect Of Exchange Rate,34000.0,933000.0,1445000.0,423000.0
Total Cash From Operating Activities,949307000.0,766788000.0,142012000.0,71795000.0
Depreciation,126208000.0,125961000.0,133930000.0,131403000.0
Other Cashflows From Investing Activities,5338000.0,-34576000.0,-44293000.0,-14164000.0
Dividends Paid,-17018000.0,-17018000.0,-17018000.0,-17018000.0
Change To Account Receivables,61531000.0,-85859000.0,-191336000.0,56851000.0
Other Cashflows From Financing Activities,-3150000.0,-15094000.0,11833000.0,3078000.0
Change To Netincome,22643000.0,20115000.0,14768000.0,18001000.0
Capital Expenditures,-170508000.0,-192046000.0,-184651000.0,-247459000.0
