,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Capital Surplus,22210000000.0,22262000000.0,22290000000.0,22240000000.0,22408000000.0
Total Liab,238511000000.0,226782000000.0,236450000000.0,226845000000.0,213748000000.0
Total Stockholder Equity,30824000000.0,33125000000.0,30690000000.0,33828000000.0,34664000000.0
Minority Interest,31000000.0,36000000.0,121000000.0,146000000.0,120000000.0
Other Current Liab,19178000000.0,18886000000.0,21619000000.0,19623000000.0,17218000000.0
Total Assets,269366000000.0,259943000000.0,267261000000.0,260819000000.0,248532000000.0
Common Stock,41000000.0,41000000.0,41000000.0,41000000.0,41000000.0
Other Current Assets,2841000000.0,2683000000.0,1998000000.0,2624000000.0,2374000000.0
Retained Earnings,18645000000.0,21031000000.0,18243000000.0,21502000000.0,22062000000.0
Other Liab,23696000000.0,25212000000.0,26793000000.0,26644000000.0,27202000000.0
Treasury Stock,-10072000000.0,-10209000000.0,-9884000000.0,-9955000000.0,-9847000000.0
Other Assets,20679000000.0,20886000000.0,21716000000.0,22994000000.0,24278000000.0
Cash,18151000000.0,13185000000.0,10894000000.0,10957000000.0,9017000000.0
Total Current Liabilities,92780000000.0,93159000000.0,97192000000.0,94249000000.0,83474000000.0
Deferred Long Term Asset Charges,11066000000.0,10907000000.0,12423000000.0,11937000000.0,12271000000.0
Short Long Term Debt,912000000.0,741000000.0,535000000.0,876000000.0,1835000000.0
Other Stockholder Equity,-8471000000.0,-8613000000.0,-8294000000.0,-8370000000.0,-8268000000.0
Property Plant Equipment,36413000000.0,37193000000.0,38168000000.0,37392000000.0,37829000000.0
Total Current Assets,124111000000.0,111765000000.0,116744000000.0,113932000000.0,101275000000.0
Long Term Investments,4539000000.0,4619000000.0,4778000000.0,4564000000.0,4449000000.0
Net Tangible Assets,30824000000.0,33125000000.0,30690000000.0,33828000000.0,34664000000.0
Short Term Investments,21105000000.0,16320000000.0,19858000000.0,20333000000.0,16026000000.0
Net Receivables,3065000000.0,3338000000.0,3422000000.0,3973000000.0,4034000000.0
Long Term Debt,37879000000.0,22654000000.0,22265000000.0,24819000000.0,23776000000.0
Inventory,10220000000.0,10583000000.0,10808000000.0,12742000000.0,13593000000.0
Accounts Payable,15312000000.0,20412000000.0,21125000000.0,22365000000.0,17579000000.0
