,2020-03-31,2020-06-30,2020-09-30,2020-12-31
Investments,614357000.0,-397318000.0,-832579000.0,-21775000.0
Change To Liabilities,-14480000.0,-11754000.0,20512000.0,23954000.0
Total Cashflows From Investing Activities,466144000.0,-578957000.0,-1120076000.0,-327676000.0
Net Borrowings,990034000.0,-6490000.0,-4117000.0,-2489000.0
Total Cash From Financing Activities,963984000.0,25098000.0,-7812000.0,-225960000.0
Change To Operating Activities,-145966000.0,152628000.0,46671000.0,91879000.0
Issuance Of Stock,305000.0,34513000.0,31000.0,26064000.0
Net Income,-8396000.0,-1378005000.0,28659000.0,222116000.0
Change In Cash,1664947000.0,-356673000.0,-912177000.0,-212487000.0
Repurchase Of Stock,-11693000.0,-2925000.0,-3726000.0,-249535000.0
Effect Of Exchange Rate,-11948000.0,-3830000.0,924000.0,10849000.0
Total Cash From Operating Activities,246767000.0,201016000.0,214787000.0,330300000.0
Depreciation,120649000.0,123837000.0,121983000.0,19108000.0
Change To Account Receivables,168932000.0,65349000.0,-136469000.0,-285851000.0
Change To Netincome,104524000.0,1222405000.0,106758000.0,122494000.0
Capital Expenditures,-122667000.0,-164416000.0,-290746000.0,-295525000.0
Other Cashflows From Investing Activities,-12389000.0,1339000.0,1339000.0,
Other Cashflows From Financing Activities,-14662000.0,,,
