,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,550408000.0,462324000.0,450954000.0,312885000.0
Capital Surplus,12994748000.0,11730970000.0,10711119000.0,9443274000.0
Total Liab,10452384000.0,9384100000.0,9575551000.0,9000132000.0
Total Stockholder Equity,12990406000.0,11725712000.0,10701814000.0,9431440000.0
Minority Interest,1791556000.0,1718066000.0,1633306000.0,1637536000.0
Deferred Long Term Liab,317242000.0,296797000.0,277104000.0,288111000.0
Other Current Liab,160779000.0,150982000.0,143040000.0,133681000.0
Total Assets,25234346000.0,22827878000.0,21910671000.0,20069108000.0
Common Stock,1457000.0,1367000.0,1333000.0,1246000.0
Other Current Assets,221360000.0,110701000.0,148305000.0,61696000.0
Other Liab,1085317000.0,1039061000.0,965015000.0,817810000.0
Treasury Stock,-5799000.0,-6625000.0,-10638000.0,-13080000.0
Other Assets,1145230000.0,1097468000.0,926968000.0,738058000.0
Cash,492184000.0,568532000.0,446255000.0,206860000.0
Total Current Liabilities,498153000.0,458326000.0,467535000.0,378323000.0
Short Long Term Debt,2555000.0,3420000.0,1677000.0,3331000.0
Other Stockholder Equity,-5799000.0,-6625000.0,-10638000.0,-13080000.0
Property Plant Equipment,20055708000.0,17874042000.0,17509151000.0,16368634000.0
Total Current Assets,1515261000.0,1450581000.0,1361861000.0,1004208000.0
Long Term Investments,1967739000.0,1943463000.0,1661737000.0,1645323000.0
Net Tangible Assets,12439998000.0,11263388000.0,10250860000.0,9118555000.0
Net Receivables,801717000.0,771348000.0,767301000.0,735652000.0
Long Term Debt,8538363000.0,7559866000.0,7821494000.0,7519939000.0
Accounts Payable,320322000.0,285021000.0,318280000.0,233661000.0
