,2020-05-31,2020-08-30,2020-11-29,2021-02-28
Investments,1800000.0,1900000.0,-400000.0,-400000.0
Change To Liabilities,174400000.0,36400000.0,34900000.0,-79500000.0
Total Cashflows From Investing Activities,-93900000.0,-142900000.0,-127600000.0,-11400000.0
Net Borrowings,-281400000.0,-133900000.0,-392100000.0,-70300000.0
Total Cash From Financing Activities,-385800000.0,-259600000.0,-500400000.0,-503600000.0
Change To Operating Activities,7500000.0,-59200000.0,-77300000.0,122900000.0
Net Income,201400000.0,329000000.0,378900000.0,281400000.0
Change In Cash,454300000.0,-115100000.0,-370200000.0,12700000.0
Repurchase Of Stock,-9300000.0,-9300000.0,-298100000.0,-298100000.0
Effect Of Exchange Rate,-2100000.0,2900000.0,900000.0,-900000.0
Total Cash From Operating Activities,936100000.0,284500000.0,256900000.0,528600000.0
Depreciation,110500000.0,87600000.0,88500000.0,87800000.0
Dividends Paid,-103500000.0,-103500000.0,-103800000.0,-134400000.0
Change To Inventory,268100000.0,-202800000.0,-44400000.0,40500000.0
Change To Account Receivables,-6600000.0,52400000.0,-140700000.0,106800000.0
Other Cashflows From Financing Activities,-1400000.0,-12900000.0,-5400000.0,-800000.0
Change To Netincome,180800000.0,41100000.0,17000000.0,-31300000.0
Capital Expenditures,-104200000.0,-145500000.0,-136500000.0,-114700000.0
Issuance Of Stock,500000.0,900000.0,900000.0,
Other Cashflows From Investing Activities,100000.0,100000.0,-100000.0,
