,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31
Intangible Assets,1108000000.0,1090000000.0,1093000000.0,1075000000.0,1058000000.0,1037000000.0,1016000000.0
Capital Surplus,2012000000.0,2021000000.0,2037000000.0,2049000000.0,2063000000.0,2077000000.0,2089000000.0
Total Liab,5579000000.0,5573000000.0,5774000000.0,5599000000.0,5736000000.0,5049000000.0,5050000000.0
Total Stockholder Equity,2856000000.0,2867000000.0,2968000000.0,2937000000.0,3040000000.0,3093000000.0,3218000000.0
Minority Interest,9000000.0,8000000.0,8000000.0,9000000.0,9000000.0,9000000.0,8000000.0
Other Current Liab,305000000.0,328000000.0,343000000.0,324000000.0,326000000.0,316000000.0,313000000.0
Total Assets,8444000000.0,8448000000.0,8750000000.0,8545000000.0,8785000000.0,8151000000.0,8276000000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0
Retained Earnings,1838000000.0,1828000000.0,1930000000.0,1967000000.0,2029000000.0,2092000000.0,2154000000.0
Other Liab,1175000000.0,1240000000.0,1118000000.0,1295000000.0,1311000000.0,1280000000.0,976000000.0
Good Will,2820000000.0,2795000000.0,2854000000.0,2831000000.0,2841000000.0,2816000000.0,2792000000.0
Treasury Stock,-996000000.0,-984000000.0,-1001000000.0,-1081000000.0,-1054000000.0,-1078000000.0,-1027000000.0
Other Assets,580000000.0,619000000.0,351000000.0,611000000.0,637000000.0,623000000.0,360000000.0
Cash,1577000000.0,1402000000.0,1875000000.0,1688000000.0,1840000000.0,1255000000.0,1349000000.0
Total Current Liabilities,1373000000.0,1280000000.0,1956000000.0,1844000000.0,1959000000.0,1314000000.0,1391000000.0
Deferred Long Term Asset Charges,,,256000000.0,,,,226000000.0
Other Stockholder Equity,-409000000.0,-396000000.0,-413000000.0,-426000000.0,-398000000.0,-422000000.0,-371000000.0
Property Plant Equipment,635000000.0,633000000.0,929000000.0,627000000.0,626000000.0,618000000.0,948000000.0
Total Current Assets,3301000000.0,3311000000.0,3523000000.0,3401000000.0,3623000000.0,3057000000.0,3160000000.0
Net Tangible Assets,-1072000000.0,-1018000000.0,-979000000.0,-969000000.0,-859000000.0,-760000000.0,-590000000.0
Net Receivables,956000000.0,968000000.0,923000000.0,952000000.0,975000000.0,973000000.0,953000000.0
Long Term Debt,3031000000.0,3053000000.0,2484000000.0,2460000000.0,2466000000.0,2455000000.0,2440000000.0
Inventory,595000000.0,582000000.0,558000000.0,596000000.0,642000000.0,679000000.0,700000000.0
Accounts Payable,498000000.0,495000000.0,569000000.0,530000000.0,599000000.0,577000000.0,639000000.0
Other Current Assets,4000000.0,4000000.0,,,,,
Short Term Investments,,200000000.0,,,,,
