,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Intangible Assets,61000000.0,58000000.0,55000000.0,52000000.0
Capital Surplus,6730000000.0,6739000000.0,6747000000.0,6757000000.0
Total Liab,17671000000.0,17882000000.0,18312000000.0,17942000000.0
Total Stockholder Equity,6338000000.0,6512000000.0,6454000000.0,6583000000.0
Deferred Long Term Liab,1144000000.0,1144000000.0,1127000000.0,1127000000.0
Other Current Liab,343500000.0,370500000.0,623500000.0,316500000.0
Total Assets,24009000000.0,24394000000.0,24766000000.0,24525000000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,756500000.0,780500000.0,740500000.0,835500000.0
Retained Earnings,-7000000.0,157000000.0,102000000.0,235000000.0
Other Liab,5881000000.0,5955000000.0,6017000000.0,6079000000.0
Good Will,1506000000.0,1504000000.0,1504000000.0,1511000000.0
Treasury Stock,-387000000.0,-386000000.0,-397000000.0,-411000000.0
Other Assets,1503000000.0,1501000000.0,1496000000.0,1493000000.0
Cash,569000000.0,560000000.0,547000000.0,69000000.0
Total Current Liabilities,2113000000.0,2260000000.0,2881000000.0,2451000000.0
Short Long Term Debt,69000000.0,67000000.0,329000000.0,311000000.0
Other Stockholder Equity,-39000000.0,-38000000.0,-49000000.0,-48000000.0
Property Plant Equipment,19043000000.0,19364000000.0,19805000000.0,20003000000.0
Total Current Assets,1896000000.0,1967000000.0,1906000000.0,1466000000.0
Net Tangible Assets,4771000000.0,4950000000.0,4895000000.0,5020000000.0
Short Term Investments,14000000.0,18000000.0,11000000.0,16000000.0
Net Receivables,505500000.0,559500000.0,560500000.0,493500000.0
Long Term Debt,9593000000.0,9584000000.0,9332000000.0,9326000000.0
Inventory,51000000.0,49000000.0,47000000.0,52000000.0
Accounts Payable,169000000.0,162000000.0,189000000.0,134000000.0
