,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,121100000.0,99800000.0,22900000.0,55900000.0
Total Cashflows From Investing Activities,-1727000000.0,-1030000000.0,-1199100000.0,-414500000.0
Net Borrowings,466700000.0,-209800000.0,-652600000.0,143300000.0
Total Cash From Financing Activities,-522700000.0,-1172700000.0,-1349600000.0,-341800000.0
Change To Operating Activities,98400000.0,-91800000.0,10400000.0,-241200000.0
Issuance Of Stock,83800000.0,114500000.0,186800000.0,241500000.0
Net Income,1504600000.0,1429100000.0,1558900000.0,-1205100000.0
Change In Cash,-169000000.0,82600000.0,-107600000.0,1073800000.0
Repurchase Of Stock,-600300000.0,-562400000.0,-353700000.0,-146200000.0
Effect Of Exchange Rate,-10600000.0,7600000.0,20400000.0,-30100000.0
Total Cash From Operating Activities,2091300000.0,2277700000.0,2420700000.0,1860200000.0
Depreciation,893300000.0,730400000.0,775300000.0,812700000.0
Other Cashflows From Investing Activities,1300000.0,-58700000.0,-90700000.0,440000000.0
Dividends Paid,-448700000.0,-494800000.0,-552900000.0,-560800000.0
Change To Inventory,-85500000.0,-100500000.0,22300000.0,-179500000.0
Change To Account Receivables,-91500000.0,-132500000.0,-173100000.0,155600000.0
Other Cashflows From Financing Activities,-24200000.0,-20200000.0,22800000.0,-19600000.0
Change To Netincome,-349100000.0,343200000.0,204000000.0,2461800000.0
Capital Expenditures,-868600000.0,-778700000.0,-731300000.0,-489000000.0
