,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Capital Surplus,6734500000.0,6588900000.0,6522300000.0,6603000000.0
Total Liab,61765100000.0,59982700000.0,58054700000.0,57462900000.0
Total Stockholder Equity,20972800000.0,20550900000.0,20365900000.0,20007400000.0
Minority Interest,247200000.0,223600000.0,268700000.0,334500000.0
Deferred Long Term Liab,8825600000.0,5075600000.0,6628400000.0,6724400000.0
Other Current Liab,2772800000.0,3075500000.0,2511500000.0,2782000000.0
Total Assets,82985100000.0,80757200000.0,78689300000.0,77804800000.0
Common Stock,3376400000.0,3359300000.0,3357600000.0,3355400000.0
Other Current Assets,343700000.0,293000000.0,284800000.0,419300000.0
Retained Earnings,10892700000.0,10687800000.0,10621400000.0,10221900000.0
Other Liab,20705100000.0,20200200000.0,20161500000.0,20014700000.0
Good Will,52500000.0,52500000.0,52500000.0,52500000.0
Treasury Stock,-30800000.0,-85100000.0,-135400000.0,-172900000.0
Other Assets,13159200000.0,10178900000.0,10631200000.0,10639400000.0
Cash,273200000.0,392700000.0,409700000.0,348800000.0
Total Current Liabilities,10220100000.0,9926700000.0,9047200000.0,10122000000.0
Short Long Term Debt,2130200000.0,2086100000.0,1911600000.0,2137700000.0
Other Stockholder Equity,-30800000.0,-85100000.0,-135400000.0,-172900000.0
Property Plant Equipment,65515000000.0,64768000000.0,63667400000.0,62839700000.0
Total Current Assets,4258400000.0,4351500000.0,4338200000.0,4273200000.0
Net Tangible Assets,20920300000.0,20498400000.0,20313400000.0,19954900000.0
Short Term Investments,199100000.0,200800000.0,209000000.0,192300000.0
Net Receivables,2046000000.0,2028000000.0,1850700000.0,1791500000.0
Long Term Debt,30214800000.0,28986400000.0,28155500000.0,26637700000.0
Inventory,1271900000.0,1310000000.0,1267300000.0,1279800000.0
Accounts Payable,1703900000.0,1709700000.0,1659600000.0,1628000000.0
Long Term Investments,,1406300000.0,,
