,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,-531000000.0,11250000000.0,884000000.0,-125000000.0
Change To Liabilities,-253000000.0,214000000.0,-21000000.0,-4000000.0
Total Cashflows From Investing Activities,-2042000000.0,-8977000000.0,-271000000.0,-5023000000.0
Net Borrowings,-1250000000.0,995000000.0,5189000000.0,5189000000.0
Total Cash From Financing Activities,-2477000000.0,131000000.0,4124000000.0,-874000000.0
Change To Operating Activities,-746000000.0,346000000.0,91000000.0,493000000.0
Issuance Of Stock,88000000.0,8000000.0,36000000.0,35000000.0
Net Income,1729000000.0,1551000000.0,360000000.0,-3339000000.0
Change In Cash,-1932000000.0,-6889000000.0,6140000000.0,-3305000000.0
Repurchase Of Stock,-309000000.0,-309000000.0,-201000000.0,-54000000.0
Effect Of Exchange Rate,-23000000.0,41000000.0,37000000.0,26000000.0
Total Cash From Operating Activities,2610000000.0,1916000000.0,2250000000.0,2566000000.0
Depreciation,473000000.0,427000000.0,355000000.0,349000000.0
Other Cashflows From Investing Activities,-91000000.0,-108000000.0,-108000000.0,49000000.0
Dividends Paid,-917000000.0,-858000000.0,-861000000.0,-856000000.0
Change To Inventory,-69000000.0,-147000000.0,-26000000.0,-37000000.0
Change To Account Receivables,975000000.0,-837000000.0,-702000000.0,744000000.0
Other Cashflows From Financing Activities,-89000000.0,-14000000.0,-39000000.0,1000000.0
Change To Netincome,817000000.0,712000000.0,2260000000.0,4594000000.0
Capital Expenditures,-165000000.0,-181000000.0,-155000000.0,-143000000.0
