,2020-05-31,2020-08-31,2020-11-30,2021-02-28
Investments,444000000.0,-215000000.0,-223200000.0,-55900000.0
Change To Liabilities,21600000.0,-55600000.0,40800000.0,142800000.0
Total Cashflows From Investing Activities,407500000.0,-236300000.0,-254100000.0,-109900000.0
Net Borrowings,-46100000.0,1000000.0,800000.0,100000.0
Total Cash From Financing Activities,-1208400000.0,-382800000.0,-79600000.0,584500000.0
Change To Operating Activities,-25400000.0,9300000.0,-74800000.0,-53300000.0
Issuance Of Stock,1300000.0,1300000.0,56400000.0,10500000.0
Net Income,220700000.0,211600000.0,272400000.0,350500000.0
Change In Cash,-412700000.0,-404100000.0,-118000000.0,914500000.0
Repurchase Of Stock,-28800000.0,-28800000.0,-47200000.0,-47200000.0
Total Cash From Operating Activities,388200000.0,215000000.0,215700000.0,439900000.0
Depreciation,59700000.0,49600000.0,48600000.0,46400000.0
Other Cashflows From Investing Activities,-1600000.0,-600000.0,-800000.0,-2200000.0
Dividends Paid,-222600000.0,-223200000.0,-223500000.0,-223800000.0
Change To Account Receivables,55000000.0,-68800000.0,-138800000.0,-122800000.0
Other Cashflows From Financing Activities,-941000000.0,-133100000.0,86700000.0,844900000.0
Change To Netincome,9600000.0,21600000.0,19700000.0,28400000.0
Capital Expenditures,-35100000.0,-20700000.0,-33900000.0,-32300000.0
