,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Total Liab,72844000000.0,76469000000.0,69444000000.0,69665000000.0
Total Stockholder Equity,26484000000.0,23949000000.0,23730000000.0,24312000000.0
Minority Interest,2013000000.0,1730000000.0,344000000.0,339000000.0
Deferred Long Term Liab,9438000000.0,9449000000.0,9133000000.0,8793000000.0
Other Current Liab,4319000000.0,10423000000.0,5626000000.0,4577000000.0
Total Assets,103728000000.0,104535000000.0,95905000000.0,96703000000.0
Common Stock,23984000000.0,21930000000.0,21258000000.0,21310000000.0
Other Current Assets,852000000.0,15043000000.0,2348000000.0,2629000000.0
Retained Earnings,4480000000.0,4035000000.0,4189000000.0,4673000000.0
Other Liab,26161000000.0,25237000000.0,24070000000.0,24555000000.0
Good Will,8946000000.0,7395000000.0,7381000000.0,7381000000.0
Treasury Stock,-1980000000.0,-2016000000.0,-1717000000.0,-1671000000.0
Other Assets,19712000000.0,19942000000.0,18902000000.0,20157000000.0
Cash,675000000.0,413000000.0,172000000.0,477000000.0
Total Current Liabilities,9537000000.0,17560000000.0,10843000000.0,11836000000.0
Short Long Term Debt,2799000000.0,2700000000.0,1905000000.0,2639000000.0
Other Stockholder Equity,-1980000000.0,-2016000000.0,-1717000000.0,-1671000000.0
Property Plant Equipment,67980000000.0,56788000000.0,58412000000.0,58421000000.0
Total Current Assets,6124000000.0,19829000000.0,6886000000.0,6662000000.0
Long Term Investments,966000000.0,581000000.0,3559000000.0,4082000000.0
Net Tangible Assets,17538000000.0,16554000000.0,15584000000.0,16931000000.0
Net Receivables,2273000000.0,2176000000.0,2507000000.0,2080000000.0
Long Term Debt,36702000000.0,33672000000.0,33907000000.0,33274000000.0
Inventory,1735000000.0,1565000000.0,1550000000.0,1476000000.0
Accounts Payable,797000000.0,738000000.0,944000000.0,848000000.0
Intangible Assets,,,765000000.0,
