,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Investments,137900000.0,-124000000.0,-241000000.0,-329000000.0
Change To Liabilities,-482400000.0,-23000000.0,-397000000.0,745000000.0
Total Cashflows From Investing Activities,-843400000.0,-2949000000.0,-1238000000.0,-21239000000.0
Net Borrowings,-2664800000.0,-442000000.0,13350000000.0,-1900000000.0
Total Cash From Financing Activities,-3098500000.0,-797000000.0,16365000000.0,1006000000.0
Change To Operating Activities,351300000.0,134000000.0,453000000.0,247000000.0
Issuance Of Stock,68800000.0,96000000.0,1573000000.0,1882000000.0
Net Income,2492100000.0,2651000000.0,3008000000.0,3646000000.0
Change In Cash,-333400000.0,158000000.0,19124000000.0,-13877000000.0
Effect Of Exchange Rate,130700000.0,-118000000.0,45000000.0,148000000.0
Total Cash From Operating Activities,3477800000.0,4022000000.0,3952000000.0,6208000000.0
Depreciation,1116900000.0,1178000000.0,1189000000.0,1775000000.0
Other Cashflows From Investing Activities,-57300000.0,-74000000.0,-43000000.0,24000000.0
Dividends Paid,-378300000.0,-433000000.0,-527000000.0,-615000000.0
Change To Inventory,3100000.0,-134000000.0,-22000000.0,-123000000.0
Change To Account Receivables,-142500000.0,-55000000.0,-157000000.0,-264000000.0
Other Cashflows From Financing Activities,-124200000.0,-18000000.0,369000000.0,-29000000.0
Change To Netincome,139300000.0,271000000.0,-122000000.0,182000000.0
Capital Expenditures,-570700000.0,-584000000.0,-636000000.0,-791000000.0
