,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Intangible Assets,2215000000.0,2218000000.0,2255000000.0,2967000000.0
Capital Surplus,2533000000.0,2524000000.0,2547000000.0,2405000000.0
Total Liab,8802000000.0,8817000000.0,11543000000.0,12156000000.0
Total Stockholder Equity,5754000000.0,6011000000.0,6433000000.0,6332000000.0
Minority Interest,3000000.0,3000000.0,3000000.0,2000000.0
Other Current Liab,3596000000.0,3727000000.0,4252000000.0,4588000000.0
Total Assets,14559000000.0,14831000000.0,17979000000.0,18490000000.0
Common Stock,2000000.0,2000000.0,2000000.0,2000000.0
Other Current Assets,3451000000.0,3702000000.0,4329000000.0,4255000000.0
Retained Earnings,5301000000.0,5484000000.0,5628000000.0,5845000000.0
Other Liab,668000000.0,688000000.0,689000000.0,739000000.0
Good Will,6488000000.0,6600000000.0,6850000000.0,8508000000.0
Treasury Stock,-2082000000.0,-1999000000.0,-1744000000.0,-1920000000.0
Other Assets,89000000.0,85000000.0,82000000.0,151000000.0
Cash,711000000.0,584000000.0,2745000000.0,774000000.0
Total Current Liabilities,4249000000.0,4161000000.0,4924000000.0,5556000000.0
Other Stockholder Equity,-1715000000.0,-1632000000.0,-1368000000.0,-1505000000.0
Property Plant Equipment,801000000.0,822000000.0,856000000.0,878000000.0
Total Current Assets,4716000000.0,4810000000.0,7660000000.0,5654000000.0
Long Term Investments,250000000.0,296000000.0,276000000.0,332000000.0
Net Tangible Assets,-2949000000.0,-2807000000.0,-2672000000.0,-5143000000.0
Short Term Investments,,,,215000000.0
Net Receivables,523000000.0,504000000.0,566000000.0,574000000.0
Long Term Debt,3482000000.0,3571000000.0,5541000000.0,5455000000.0
Accounts Payable,129000000.0,145000000.0,175000000.0,183000000.0
Deferred Long Term Asset Charges,,,3000000.0,
