,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,-23354000000.0,-27394000000.0,-12934000000.0,-10268000000.0,15363000000.0,-511000000.0
Change To Liabilities,0.0,0.0,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-17858000000.0,-3142000000.0,-6743000000.0,-6072000000.0,9022000000.0,3312000000.0
Net Borrowings,-26553000000.0,-4927000000.0,-4537000000.0,-3495000000.0,-863000000.0,-1221000000.0
Total Cash From Financing Activities,13676000000.0,3040000000.0,5196000000.0,5730000000.0,-9168000000.0,-4718000000.0
Change To Operating Activities,3304000000.0,-2917000000.0,48000000.0,-973000000.0,-1032000000.0,452000000.0
Issuance Of Stock,11000000.0,20000000.0,11000000.0,27000000.0,9000000.0,22000000.0
Net Income,4870000000.0,1519000000.0,220000000.0,1816000000.0,1091000000.0,1474000000.0
Change In Cash,-1155000000.0,291000000.0,388000000.0,438000000.0,1269000000.0,119000000.0
Repurchase Of Stock,-1000000.0,-81000000.0,-20000000.0,-66000000.0,-1000000.0,-374000000.0
Total Cash From Operating Activities,3027000000.0,393000000.0,1935000000.0,780000000.0,1415000000.0,1525000000.0
Depreciation,384000000.0,232000000.0,553000000.0,375000000.0,419000000.0,421000000.0
Other Cashflows From Investing Activities,-586000000.0,15348000000.0,-903000000.0,-475000000.0,-618000000.0,-564000000.0
Dividends Paid,-546000000.0,-557000000.0,-540000000.0,-550000000.0,-540000000.0,-595000000.0
Other Cashflows From Financing Activities,40765000000.0,9065000000.0,10282000000.0,9814000000.0,-7773000000.0,-4035000000.0
Change To Netincome,-5057000000.0,-1061000000.0,1289000000.0,-1002000000.0,725000000.0,-434000000.0
