,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,-10268000000.0,-12934000000.0,-27394000000.0,-23354000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-6072000000.0,-6743000000.0,-3142000000.0,-17858000000.0
Net Borrowings,-3495000000.0,-4537000000.0,-4927000000.0,-26553000000.0
Total Cash From Financing Activities,5730000000.0,5196000000.0,3040000000.0,13676000000.0
Change To Operating Activities,-973000000.0,48000000.0,-2917000000.0,3304000000.0
Issuance Of Stock,27000000.0,11000000.0,20000000.0,11000000.0
Net Income,1816000000.0,220000000.0,1519000000.0,4870000000.0
Change In Cash,438000000.0,388000000.0,291000000.0,-1155000000.0
Repurchase Of Stock,-66000000.0,-20000000.0,-81000000.0,-1000000.0
Total Cash From Operating Activities,780000000.0,1935000000.0,393000000.0,3027000000.0
Depreciation,375000000.0,553000000.0,232000000.0,384000000.0
Other Cashflows From Investing Activities,-475000000.0,-903000000.0,15348000000.0,-586000000.0
Dividends Paid,-550000000.0,-540000000.0,-557000000.0,-546000000.0
Other Cashflows From Financing Activities,9814000000.0,10282000000.0,9065000000.0,40765000000.0
Change To Netincome,-1002000000.0,1289000000.0,-1061000000.0,-5057000000.0
