,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Intangible Assets,76463000000.0,74643000000.0,82876000000.0,81293000000.0,
Capital Surplus,16953000000.0,17148000000.0,17384000000.0,17712000000.0,
Total Liab,134798000000.0,134332000000.0,137468000000.0,136768000000.0,
Total Stockholder Equity,14708000000.0,15270000000.0,13076000000.0,13710000000.0,
Minority Interest,24000000.0,19000000.0,21000000.0,23000000.0,
Other Current Liab,512000000.0,538000000.0,8354000000.0,562000000.0,
Total Assets,149530000000.0,149621000000.0,150565000000.0,150501000000.0,
Common Stock,18000000.0,18000000.0,18000000.0,18000000.0,
Other Current Assets,51000000.0,49000000.0,51000000.0,97000000.0,
Retained Earnings,3130000000.0,3335000000.0,1055000000.0,2292000000.0,
Other Liab,28053000000.0,27836000000.0,30401000000.0,30618000000.0,
Good Will,42669000000.0,42801000000.0,33124000000.0,32349000000.0,
Treasury Stock,-5393000000.0,-5231000000.0,-5381000000.0,-6312000000.0,
Other Assets,3853000000.0,3779000000.0,3825000000.0,4718000000.0,
Cash,6017000000.0,7890000000.0,8449000000.0,9755000000.0,
Total Current Liabilities,24646000000.0,24181000000.0,28661000000.0,31951000000.0,
Short Long Term Debt,5316000000.0,4730000000.0,8474000000.0,11346000000.0,
Other Stockholder Equity,-3435000000.0,-3259000000.0,-3117000000.0,-3295000000.0,
Property Plant Equipment,4908000000.0,4986000000.0,6143000000.0,5193000000.0,
Total Current Assets,21256000000.0,23009000000.0,24173000000.0,26569000000.0,
Long Term Investments,381000000.0,403000000.0,424000000.0,379000000.0,
Net Tangible Assets,-104424000000.0,-102174000000.0,-102924000000.0,-99932000000.0,
Short Term Investments,23000000.0,60000000.0,30000000.0,22000000.0,
Net Receivables,8354000000.0,8416000000.0,8822000000.0,9588000000.0,
Long Term Debt,82099000000.0,82315000000.0,77553000000.0,74199000000.0,
Inventory,4059000000.0,3474000000.0,3310000000.0,3272000000.0,
Accounts Payable,18754000000.0,18859000000.0,2276000000.0,20034000000.0,
