,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Change To Liabilities,109800000.0,104300000.0,27900000.0,-168100000.0
Total Cashflows From Investing Activities,-15000000.0,-24800000.0,-556900000.0,-30000000.0
Net Borrowings,-906100000.0,-64200000.0,349400000.0,-69000000.0
Total Cash From Financing Activities,-944100000.0,-79700000.0,-6400000.0,-125000000.0
Change To Operating Activities,11700000.0,21400000.0,-42700000.0,-700000.0
Issuance Of Stock,35600000.0,44200000.0,3900000.0,5900000.0
Net Income,189700000.0,216200000.0,150200000.0,220700000.0
Change In Cash,-594900000.0,97400000.0,-366000000.0,-55600000.0
Effect Of Exchange Rate,2100000.0,2300000.0,5200000.0,-800000.0
Total Cash From Operating Activities,362100000.0,199600000.0,192100000.0,100200000.0
Depreciation,46200000.0,46500000.0,50800000.0,54900000.0
Other Cashflows From Investing Activities,-900000.0,-1100000.0,100000.0,-3700000.0
Dividends Paid,-59100000.0,-59600000.0,-59600000.0,-61900000.0
Change To Inventory,-57900000.0,-39600000.0,20400000.0,-46300000.0
Change To Account Receivables,14200000.0,-24000000.0,4700000.0,-8300000.0
Change To Netincome,15300000.0,-51200000.0,-18300000.0,-7000000.0
Capital Expenditures,-14100000.0,-23700000.0,-44300000.0,-26300000.0
Repurchase Of Stock,-300000000.0,-300000000.0,-300000000.0,
Other Cashflows From Financing Activities,-14500000.0,-100000.0,-100000.0,
