,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Investments,-491000.0,25000000.0,25000000.0,12000000.0
Change To Liabilities,-11177000.0,0.0,27000000.0,0.0
Total Cashflows From Investing Activities,-28310000.0,77000000.0,77000000.0,-25000000.0
Net Borrowings,-357000000.0,-1240000000.0,-1240000000.0,-16000000.0
Total Cash From Financing Activities,414972000.0,698000000.0,698000000.0,-30000000.0
Net Income,-99996000.0,-926000000.0,-555000000.0,-423000000.0
Change In Cash,275675000.0,515000000.0,515000000.0,38000000.0
Repurchase Of Stock,-447000.0,-8000000.0,-8000000.0,-14000000.0
Effect Of Exchange Rate,129000000.0,129000000.0,129000000.0,21000000.0
Total Cash From Operating Activities,-110987000.0,-374000000.0,-374000000.0,72000000.0
Depreciation,48939000.0,261000000.0,261000000.0,265000000.0
Other Cashflows From Investing Activities,-34000.0,21000000.0,21000000.0,26000000.0
Change To Netincome,-20935000.0,-173000000.0,-173000000.0,230000000.0
Capital Expenditures,-17813000.0,-69000000.0,-69000000.0,-65000000.0
Change To Operating Activities,-11222000.0,6000000.0,6000000.0,
Issuance Of Stock,772454000.0,1946000000.0,1946000000.0,
Change To Account Receivables,-2212000.0,-70000000.0,-70000000.0,
Other Cashflows From Financing Activities,-35000.0,,,
