,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Intangible Assets,3978000000.0,3917000000.0,5485000000.0,3695000000.0,3311000000.0,3265000000.0
Total Liab,32211000000.0,31697000000.0,29945000000.0,29064000000.0,27849000000.0,27373000000.0
Total Stockholder Equity,12040000000.0,11941000000.0,12071000000.0,12543000000.0,12762000000.0,13362000000.0
Minority Interest,416000000.0,428000000.0,418000000.0,429000000.0,297000000.0,303000000.0
Other Current Liab,2338000000.0,2158000000.0,4932000000.0,2168000000.0,2113000000.0,1995000000.0
Total Assets,44667000000.0,44066000000.0,42434000000.0,42036000000.0,40908000000.0,41038000000.0
Common Stock,13044000000.0,12921000000.0,12970000000.0,12663000000.0,12730000000.0,12571000000.0
Other Current Assets,1381000000.0,1284000000.0,1312000000.0,1325000000.0,781000000.0,800000000.0
Retained Earnings,7073000000.0,6818000000.0,7018000000.0,7142000000.0,7399000000.0,7775000000.0
Other Liab,3783000000.0,3575000000.0,2655000000.0,3357000000.0,3378000000.0,3268000000.0
Good Will,12954000000.0,12968000000.0,12980000000.0,12978000000.0,12987000000.0,12990000000.0
Treasury Stock,-8077000000.0,-7798000000.0,-7917000000.0,-7262000000.0,-7367000000.0,-6984000000.0
Other Assets,4143000000.0,4134000000.0,1363000000.0,3846000000.0,4025000000.0,3911000000.0
Cash,1462000000.0,1219000000.0,844000000.0,1268000000.0,1439000000.0,1569000000.0
Total Current Liabilities,11665000000.0,11651000000.0,10491000000.0,9873000000.0,8784000000.0,9735000000.0
Short Long Term Debt,,,850000000.0,749000000.0,36000000.0,1025000000.0
Other Stockholder Equity,-4738000000.0,-4743000000.0,-4884000000.0,-4664000000.0,-4776000000.0,-4697000000.0
Property Plant Equipment,7729000000.0,7396000000.0,7626000000.0,6620000000.0,6473000000.0,6375000000.0
Total Current Assets,14379000000.0,14215000000.0,12919000000.0,12807000000.0,12077000000.0,12387000000.0
Long Term Investments,1484000000.0,1436000000.0,2061000000.0,2090000000.0,2035000000.0,2110000000.0
Net Tangible Assets,-4892000000.0,-4944000000.0,-6394000000.0,-4130000000.0,-3536000000.0,-2893000000.0
Short Term Investments,2127000000.0,2618000000.0,2162000000.0,1642000000.0,1243000000.0,1373000000.0
Net Receivables,5808000000.0,5552000000.0,5247000000.0,5269000000.0,5347000000.0,5349000000.0
Long Term Debt,16763000000.0,16471000000.0,16036000000.0,15834000000.0,15687000000.0,14370000000.0
Inventory,3601000000.0,3542000000.0,3354000000.0,3303000000.0,3267000000.0,3296000000.0
Accounts Payable,8724000000.0,8201000000.0,2937000000.0,6956000000.0,6635000000.0,6715000000.0
Deferred Long Term Asset Charges,,33000000.0,,,,
