,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,309433000.0,373189000.0,857715000.0
Capital Surplus,,,46482512000.0
Total Liab,2878940000.0,6388317000.0,10276970000.0
Total Stockholder Equity,-2185225000.0,-6830430000.0,34429809000.0
Other Current Liab,228138000.0,1184362000.0,1689988000.0
Total Assets,7673188000.0,9251365000.0,44706779000.0
Common Stock,21000.0,21000.0,101000.0
Other Current Assets,386542000.0,1097306000.0,4010608000.0
Retained Earnings,-2182266000.0,-6824503000.0,-11322423000.0
Other Liab,638598000.0,1039222000.0,442206000.0
Treasury Stock,-2980000.0,-5948000.0,-730381000.0
Other Assets,49232000.0,247477000.0,626100000.0
Cash,1626878000.0,1946931000.0,29209388000.0
Total Current Liabilities,972986000.0,3297691000.0,7837263000.0
Short Long Term Debt,,60000000.0,45000000.0
Other Stockholder Equity,-2980000.0,-5948000.0,-730381000.0
Property Plant Equipment,1205480000.0,3670049000.0,3542686000.0
Total Current Assets,6109043000.0,4960650000.0,39679278000.0
Long Term Investments,,,1000000.0
Net Tangible Assets,-2494658000.0,-7203619000.0,33572094000.0
Short Term Investments,3029573000.0,596034000.0,3830614000.0
Net Receivables,896724000.0,866263000.0,1285643000.0
Long Term Debt,1000000000.0,1690000000.0,1645000000.0
Inventory,169326000.0,454116000.0,1343025000.0
Accounts Payable,214893000.0,953946000.0,5111745000.0
