,2019-09-30,2020-03-31,2020-06-30,2020-09-30,2020-12-31
Net Income,-776276000.0,-397901500.0,-397901500.0,-1148761000.0,-787421000.0
Change To Liabilities,-204104000.0,329368000.0,329368000.0,1958643000.0,0.0
Investments,308206000.0,101054500.0,101054500.0,-5535473000.0,
Total Cashflows From Investing Activities,-117009000.0,-82620000.0,-82620000.0,-5924452000.0,
Net Borrowings,349950000.0,-71252500.0,-71252500.0,-79555000.0,
Total Cash From Financing Activities,322450000.0,434164500.0,434164500.0,17654501000.0,
Change To Operating Activities,-448843000.0,-69379500.0,-69379500.0,-240042000.0,
Issuance Of Stock,11462336000.0,11462336000.0,11462336000.0,11462336000.0,
Change In Cash,-1293927000.0,-256217500.0,-256217500.0,12334713000.0,
Effect Of Exchange Rate,31648000.0,-1428500.0,-1428500.0,-142588000.0,
Total Cash From Operating Activities,-1531016000.0,-606333500.0,-606333500.0,747252000.0,
Depreciation,80516000.0,81560000.0,81560000.0,127548000.0,
Other Cashflows From Investing Activities,36525000.0,64173000.0,64173000.0,101890000.0,
Change To Inventory,-180530000.0,-167973000.0,-167973000.0,-121542000.0,
Change To Account Receivables,-40043000.0,-77479500.0,-77479500.0,-202048000.0,
Change To Netincome,38264000.0,-304528000.0,-304528000.0,373454000.0,
Capital Expenditures,-448382000.0,-157184500.0,-157184500.0,-276149000.0,
