Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03-00-00-00,141.10000610351562,141.89999389648438,140.47999572753906,141.5500030517578,3338600,0.0,0.0
2023-01-04-00-00-00,142.07000732421875,143.6199951171875,141.3699951171875,142.60000610351562,3869200,0.0,0.0
2023-01-05-00-00-00,142.44000244140625,142.5,140.00999450683594,141.11000061035156,2866600,0.0,0.0
2023-01-06-00-00-00,142.3800048828125,144.25,141.5800018310547,143.6999969482422,3573600,0.0,0.0
2023-01-09-00-00-00,144.0800018310547,145.47000122070312,143.39999389648438,143.5500030517578,3987700,0.0,0.0
2023-01-10-00-00-00,143.61000061035156,144.85000610351562,142.89999389648438,144.8000030517578,2152100,0.0,0.0
2023-01-11-00-00-00,145.0,145.52999877929688,143.4499969482422,145.25999450683594,3268700,0.0,0.0
2023-01-12-00-00-00,144.8800048828125,146.66000366210938,144.52000427246094,145.5500030517578,2715900,0.0,0.0
2023-01-13-00-00-00,144.05999755859375,146.10000610351562,144.00999450683594,145.88999938964844,2455700,0.0,0.0
2023-01-17-00-00-00,146.4199981689453,147.17999267578125,145.00999450683594,145.19000244140625,2986500,0.0,0.0
2023-01-18-00-00-00,144.39999389648438,144.67999267578125,140.22999572753906,140.41000366210938,6445600,0.0,0.0
2023-01-19-00-00-00,140.0,142.22999572753906,139.75,140.6199951171875,4833900,0.0,0.0
2023-01-20-00-00-00,141.6699981689453,141.86000061035156,140.50999450683594,141.1999969482422,7152700,0.0,0.0
2023-01-23-00-00-00,141.39999389648438,142.99000549316406,141.05999755859375,141.86000061035156,5898400,0.0,0.0
2023-01-24-00-00-00,141.25,142.75,140.0,141.49000549316406,4407600,0.0,0.0
2023-01-25-00-00-00,140.47000122070312,141.02999877929688,139.36000061035156,140.75999450683594,7285300,0.0,0.0
2023-01-26-00-00-00,137.52999877929688,138.27000427246094,132.97999572753906,134.4499969482422,17539900,0.0,0.0
2023-01-27-00-00-00,134.44000244140625,135.49000549316406,133.77000427246094,134.38999938964844,8140700,0.0,0.0
2023-01-30-00-00-00,134.32000732421875,136.11000061035156,133.97999572753906,135.3000030517578,5373600,0.0,0.0
2023-01-31-00-00-00,135.5,135.64999389648438,133.75999450683594,134.72999572753906,7167783,0.0,0.0
2023-02-01-00-00-00,134.49000549316406,135.7899932861328,132.8000030517578,135.08999633789062,5424600,0.0,0.0
