,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Intangible Assets,259000000.0,253000000.0,357000000.0,378000000.0
Total Liab,5265000000.0,5234000000.0,5356000000.0,5332000000.0
Total Stockholder Equity,-136000000.0,141000000.0,195000000.0,-17000000.0
Minority Interest,173000000.0,200000000.0,226000000.0,259000000.0
Other Current Liab,,,155000000.0,14000000.0
Total Assets,5302000000.0,5575000000.0,5777000000.0,5574000000.0
Common Stock,260000000.0,261000000.0,258000000.0,253000000.0
Other Current Assets,,,,18000000.0
Retained Earnings,-223000000.0,15000000.0,79000000.0,-116000000.0
Other Liab,589000000.0,567000000.0,481000000.0,472000000.0
Good Will,521000000.0,528000000.0,563000000.0,588000000.0
Treasury Stock,-184000000.0,-156000000.0,-142000000.0,-154000000.0
Other Assets,133000000.0,130000000.0,137000000.0,335000000.0
Cash,1089000000.0,1326000000.0,1326000000.0,838000000.0
Total Current Liabilities,2154000000.0,1737000000.0,1934000000.0,1748000000.0
Short Long Term Debt,400000000.0,,1000000.0,6000000.0
Other Stockholder Equity,-184000000.0,-156000000.0,-142000000.0,-154000000.0
Property Plant Equipment,1024000000.0,1034000000.0,1074000000.0,1067000000.0
Total Current Assets,3225000000.0,3487000000.0,3489000000.0,3206000000.0
Net Tangible Assets,-916000000.0,-640000000.0,-725000000.0,-983000000.0
Net Receivables,1308000000.0,1262000000.0,1140000000.0,1305000000.0
Long Term Debt,2372000000.0,2787000000.0,2766000000.0,2955000000.0
Inventory,750000000.0,811000000.0,876000000.0,948000000.0
Accounts Payable,845000000.0,933000000.0,893000000.0,925000000.0
Deferred Long Term Asset Charges,,,109000000.0,
Long Term Investments,140000000.0,143000000.0,157000000.0,
Capital Surplus,11000000.0,21000000.0,,
