,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,92000000.0,-37000000.0,243000000.0,-149000000.0
Total Cashflows From Investing Activities,-52000000.0,-1720000000.0,-232000000.0,-145000000.0
Net Borrowings,-280000000.0,39000000.0,179000000.0,-546000000.0
Total Cash From Financing Activities,-607000000.0,-235000000.0,-146000000.0,-856000000.0
Change To Operating Activities,84000000.0,-87000000.0,28000000.0,152000000.0
Net Income,561000000.0,445000000.0,723000000.0,399000000.0
Change In Cash,145000000.0,-1118000000.0,865000000.0,-133000000.0
Repurchase Of Stock,-65000000.0,-13000000.0,-13000000.0,-13000000.0
Effect Of Exchange Rate,-3000000.0,29000000.0,14000000.0,26000000.0
Total Cash From Operating Activities,807000000.0,808000000.0,1229000000.0,842000000.0
Depreciation,239000000.0,244000000.0,93000000.0,209000000.0
Other Cashflows From Investing Activities,48000000.0,13000000.0,-11000000.0,-23000000.0
Dividends Paid,-303000000.0,-303000000.0,-299000000.0,-299000000.0
Change To Inventory,-24000000.0,-37000000.0,212000000.0,-2000000.0
Change To Account Receivables,-157000000.0,232000000.0,-249000000.0,173000000.0
Other Cashflows From Financing Activities,41000000.0,42000000.0,-26000000.0,-11000000.0
Change To Netincome,12000000.0,48000000.0,49000000.0,60000000.0
Capital Expenditures,-100000000.0,-122000000.0,-209000000.0,-104000000.0
