,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Change To Liabilities,-76000000.0,66000000.0,-65000000.0,85000000.0
Total Cashflows From Investing Activities,-30000000.0,-50000000.0,-47000000.0,-58000000.0
Total Cash From Financing Activities,-91000000.0,-1011000000.0,-579000000.0,-250000000.0
Change To Operating Activities,5000000.0,41000000.0,28000000.0,-71000000.0
Issuance Of Stock,9000000.0,19000000.0,23000000.0,8000000.0
Net Income,114000000.0,240000000.0,168000000.0,238000000.0
Change In Cash,111000000.0,-744000000.0,-274000000.0,-23000000.0
Repurchase Of Stock,-10000000.0,-2000000.0,-502000000.0,-177000000.0
Effect Of Exchange Rate,6000000.0,6000000.0,16000000.0,-9000000.0
Total Cash From Operating Activities,232000000.0,311000000.0,336000000.0,294000000.0
Depreciation,50000000.0,42000000.0,45000000.0,43000000.0
Dividends Paid,-86000000.0,-81000000.0,-81000000.0,-81000000.0
Change To Inventory,-163000000.0,-78000000.0,64000000.0,52000000.0
Change To Account Receivables,104000000.0,-32000000.0,24000000.0,-121000000.0
Change To Netincome,154000000.0,33000000.0,29000000.0,13000000.0
Capital Expenditures,-43000000.0,-59000000.0,-45000000.0,-73000000.0
Net Borrowings,-4000000.0,-946000000.0,-8000000.0,
Other Cashflows From Financing Activities,-82000000.0,-82000000.0,-92000000.0,
