,2020-05-02,2020-08-01,2020-10-31,2021-01-30
Change To Liabilities,-155000000.0,459000000.0,287000000.0,-425000000.0
Total Cashflows From Investing Activities,-60000000.0,-56000000.0,-67000000.0,-36000000.0
Net Borrowings,-46000000.0,1225000000.0,-324000000.0,-152000000.0
Total Cash From Financing Activities,-138000000.0,1209000000.0,-342000000.0,-119000000.0
Change To Operating Activities,66000000.0,58000000.0,1000000.0,88000000.0
Net Income,-297000000.0,-49000000.0,331000000.0,860000000.0
Change In Cash,-542000000.0,1782000000.0,11000000.0,1183000000.0
Repurchase Of Stock,-5000000.0,-1000000.0,-2000000.0,-4000000.0
Effect Of Exchange Rate,-2000000.0,1000000.0,5000000.0,5000000.0
Total Cash From Operating Activities,-342000000.0,628000000.0,420000000.0,1333000000.0
Depreciation,139000000.0,127000000.0,127000000.0,128000000.0
Other Cashflows From Investing Activities,-5000000.0,13000000.0,9000000.0,-8000000.0
Change To Inventory,-208000000.0,17000000.0,-399000000.0,593000000.0
Change To Account Receivables,77000000.0,-40000000.0,-28000000.0,29000000.0
Other Cashflows From Financing Activities,-4000000.0,-15000000.0,-16000000.0,37000000.0
Change To Netincome,92000000.0,92000000.0,39000000.0,74000000.0
Capital Expenditures,-55000000.0,-69000000.0,-76000000.0,-28000000.0
Dividends Paid,-83000000.0,,,
