,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Intangible Assets,191685000.0,189120000.0,286613000.0,182312000.0,178854000.0
Capital Surplus,675213000.0,886295000.0,883166000.0,664240000.0,590232000.0
Total Liab,1237856000.0,1547838000.0,1662065000.0,1813637000.0,2759663000.0
Total Stockholder Equity,524175000.0,666667000.0,742424000.0,683774000.0,530753000.0
Other Current Liab,185832000.0,209059000.0,278038000.0,306719000.0,273571000.0
Total Assets,1762031000.0,2214505000.0,2404489000.0,2497411000.0,3290416000.0
Common Stock,119000.0,126000.0,126000.0,127000.0,127000.0
Other Current Assets,103857000.0,113370000.0,146806000.0,158104000.0,136395000.0
Retained Earnings,-143458000.0,-217866000.0,-146819000.0,24775000.0,-56970000.0
Other Liab,105792000.0,105145000.0,82921000.0,41205000.0,38363000.0
Good Will,138757000.0,139740000.0,140810000.0,139745000.0,140045000.0
Treasury Stock,-7699000.0,-1888000.0,5951000.0,-5368000.0,-2636000.0
Other Assets,37924000.0,32994000.0,10297000.0,36120000.0,71922000.0
Cash,677524000.0,1144974000.0,1244099000.0,1163678000.0,2053882000.0
Total Current Liabilities,279579000.0,340942000.0,454664000.0,427045000.0,407000000.0
Deferred Long Term Asset Charges,8336000.0,1819000.0,115000.0,7723000.0,46106000.0
Other Stockholder Equity,-7699000.0,-1888000.0,5951000.0,-5368000.0,-2636000.0
Property Plant Equipment,126187000.0,118141000.0,32894000.0,107960000.0,105814000.0
Total Current Assets,1194335000.0,1697831000.0,1894781000.0,1893619000.0,2690980000.0
Long Term Investments,73143000.0,36679000.0,39094000.0,137655000.0,102801000.0
Net Tangible Assets,193733000.0,337807000.0,315001000.0,361717000.0,211854000.0
Short Term Investments,365659000.0,379586000.0,425119000.0,502569000.0,430727000.0
Net Receivables,16527000.0,16311000.0,22605000.0,22991000.0,20283000.0
Long Term Debt,803227000.0,1054604000.0,1062299000.0,1302345000.0,2273331000.0
Accounts Payable,15978000.0,22130000.0,40883000.0,16386000.0,26752000.0
