,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Intangible Assets,1330599000.0,1333917000.0,1367913000.0,1370484000.0
Capital Surplus,1046999000.0,1064849000.0,1074639000.0,1013287000.0
Total Liab,9415363000.0,9752774000.0,10533483000.0,9592945000.0
Total Stockholder Equity,6243994000.0,6553096000.0,7078326000.0,7230370000.0
Minority Interest,41057000.0,41206000.0,427334000.0,425413000.0
Other Current Liab,456054000.0,287258000.0,336111000.0,384430000.0
Total Assets,15700414000.0,16347076000.0,18039143000.0,17248728000.0
Common Stock,3352000.0,3354000.0,3356000.0,3359000.0
Other Current Assets,1132647000.0,1661739000.0,1847550000.0,1096417000.0
Retained Earnings,6032160000.0,6216292000.0,6530057000.0,6796259000.0
Other Liab,618290000.0,629954000.0,813622000.0,802583000.0
Good Will,3695742000.0,3744269000.0,3821609000.0,3804678000.0
Treasury Stock,-838517000.0,-731399000.0,-529726000.0,-582535000.0
Other Assets,1112239000.0,1128631000.0,1598459000.0,1595183000.0
Cash,1214213000.0,1481924000.0,1896188000.0,1910326000.0
Total Current Liabilities,5852898000.0,6152272000.0,7143983000.0,5772803000.0
Deferred Long Term Asset Charges,102858000.0,95380000.0,91529000.0,90320000.0
Short Long Term Debt,1540000.0,1526000.0,1514000.0,1402000.0
Other Stockholder Equity,-838517000.0,-731399000.0,-529726000.0,-582535000.0
Property Plant Equipment,1986276000.0,1976315000.0,1953166000.0,1889533000.0
Total Current Assets,7189435000.0,7771375000.0,8845631000.0,7906291000.0
Long Term Investments,386123000.0,392569000.0,452365000.0,682559000.0
Net Tangible Assets,1217653000.0,1474910000.0,1888804000.0,2055208000.0
Net Receivables,4526752000.0,4342765000.0,4806901000.0,4617890000.0
Long Term Debt,1763113000.0,1783212000.0,1380202000.0,1848346000.0
Accounts Payable,2217118000.0,2408245000.0,2678639000.0,2452634000.0
Deferred Long Term Liab,,,13000000.0,
