,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,-14500000.0,-9400000.0,-200000.0,2300000.0,300000.0,-1300000.0
Change To Liabilities,-38800000.0,264000000.0,12600000.0,-52600000.0,0.0,205400000.0
Total Cashflows From Investing Activities,-81300000.0,-110800000.0,-71000000.0,-263200000.0,-1461500000.0,-90000000.0
Net Borrowings,-1345900000.0,-2300000.0,-1400000.0,812300000.0,203300000.0,43100000.0
Total Cash From Financing Activities,-1378800000.0,-192800000.0,-132400000.0,586200000.0,33800000.0,-181700000.0
Change To Operating Activities,71400000.0,18400000.0,33500000.0,-14600000.0,-79200000.0,325800000.0
Issuance Of Stock,122500000.0,104100000.0,129100000.0,21100000.0,82200000.0,77600000.0
Net Income,257700000.0,346600000.0,357000000.0,329600000.0,369800000.0,426500000.0
Change In Cash,-1084000000.0,132200000.0,281500000.0,625600000.0,-1030700000.0,82700000.0
Repurchase Of Stock,-202000000.0,-202000000.0,-182100000.0,-152800000.0,-167300000.0,-170900000.0
Effect Of Exchange Rate,8000000.0,37200000.0,43900000.0,-18400000.0,9300000.0,-6400000.0
Total Cash From Operating Activities,368100000.0,398600000.0,441000000.0,321000000.0,387700000.0,360800000.0
Depreciation,71500000.0,74400000.0,90100000.0,76700000.0,102600000.0,95200000.0
Other Cashflows From Investing Activities,-600000.0,-600000.0,-600000.0,-2400000.0,-12200000.0,1400000.0
Dividends Paid,-74000000.0,-74600000.0,-74600000.0,-86800000.0,-86600000.0,-86600000.0
Change To Inventory,106400000.0,-134500000.0,-36800000.0,-85700000.0,-523700000.0,-523700000.0
Change To Account Receivables,-111200000.0,-181200000.0,-19900000.0,32100000.0,-229300000.0,-229300000.0
Other Cashflows From Financing Activities,-81400000.0,-18000000.0,-3400000.0,-7600000.0,2200000.0,-44900000.0
Change To Netincome,11100000.0,10900000.0,59300000.0,35500000.0,-5500000.0,60900000.0
Capital Expenditures,-67500000.0,-76500000.0,-72000000.0,-78400000.0,-104900000.0,-90900000.0
