,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Intangible Assets,5262000000.0,5222000000.0,5205000000.0,4915000000.0
Capital Surplus,11040000000.0,11067000000.0,11092000000.0,11065000000.0
Total Liab,17331000000.0,17730000000.0,18284000000.0,18230000000.0
Total Stockholder Equity,5591000000.0,5846000000.0,6001000000.0,5953000000.0
Minority Interest,261000000.0,261000000.0,279000000.0,284000000.0
Other Current Liab,1252000000.0,1380000000.0,2401000000.0,1905000000.0
Total Assets,23183000000.0,23837000000.0,24564000000.0,24467000000.0
Common Stock,3000000.0,3000000.0,3000000.0,3000000.0
Other Current Assets,456000000.0,445000000.0,563000000.0,593000000.0
Retained Earnings,1057000000.0,1158000000.0,1277000000.0,1489000000.0
Other Liab,939000000.0,829000000.0,793000000.0,879000000.0
Good Will,12133000000.0,12363000000.0,12654000000.0,12415000000.0
Treasury Stock,-6509000000.0,-6382000000.0,-6371000000.0,-6604000000.0
Other Assets,481000000.0,502000000.0,500000000.0,487000000.0
Cash,1109000000.0,1464000000.0,1814000000.0,2305000000.0
Total Current Liabilities,3843000000.0,4139000000.0,4558000000.0,4868000000.0
Deferred Long Term Asset Charges,123000000.0,125000000.0,114000000.0,107000000.0
Short Long Term Debt,142000000.0,144000000.0,149000000.0,144000000.0
Other Stockholder Equity,-444000000.0,-317000000.0,-205000000.0,-376000000.0
Property Plant Equipment,946000000.0,942000000.0,953000000.0,909000000.0
Total Current Assets,4208000000.0,4645000000.0,5090000000.0,5579000000.0
Long Term Investments,153000000.0,163000000.0,162000000.0,162000000.0
Net Tangible Assets,-11804000000.0,-11739000000.0,-11858000000.0,-11377000000.0
Short Term Investments,73000000.0,79000000.0,88000000.0,97000000.0
Net Receivables,2424000000.0,2492000000.0,2466000000.0,2425000000.0
Long Term Debt,12027000000.0,12255000000.0,12440000000.0,12136000000.0
Accounts Payable,2295000000.0,2461000000.0,581000000.0,2819000000.0
