,2020-06-30,2020-09-30,2020-12-31,2021-03-31
Investments,-10000000.0,2000000.0,5000000.0,2000000.0
Change To Liabilities,-559000000.0,430000000.0,1083000000.0,-441000000.0
Total Cashflows From Investing Activities,320000000.0,2555000000.0,-263000000.0,-169000000.0
Net Borrowings,-3382000000.0,-1521000000.0,1727000000.0,1322000000.0
Total Cash From Financing Activities,-3570000000.0,-1715000000.0,1520000000.0,1077000000.0
Change To Operating Activities,-1138000000.0,-1146000000.0,-185000000.0,1190000000.0
Net Income,469000000.0,225000000.0,687000000.0,689000000.0
Change In Cash,-3031000000.0,-240000000.0,387000000.0,1206000000.0
Total Cash From Operating Activities,219000000.0,-1080000000.0,-870000000.0,298000000.0
Depreciation,244000000.0,238000000.0,249000000.0,249000000.0
Other Cashflows From Investing Activities,-4000000.0,-13000000.0,-11000000.0,-11000000.0
Dividends Paid,-202000000.0,-202000000.0,-202000000.0,-208000000.0
Change To Inventory,1257000000.0,-1069000000.0,-2796000000.0,-1138000000.0
Change To Account Receivables,-113000000.0,21000000.0,194000000.0,-515000000.0
Other Cashflows From Financing Activities,14000000.0,13000000.0,11000000.0,-37000000.0
Change To Netincome,59000000.0,221000000.0,-102000000.0,264000000.0
Capital Expenditures,-166000000.0,-198000000.0,-265000000.0,-174000000.0
Repurchase Of Stock,-5000000.0,-5000000.0,-16000000.0,
