,2020-03-31,2020-06-30,2020-09-30,2020-12-31
Intangible Assets,17254000000.0,16353000000.0,16179000000.0,18688000000.0
Capital Surplus,33711000000.0,33728000000.0,33744000000.0,33812000000.0
Total Liab,667278000000.0,691643000000.0,706923000000.0,720329000000.0
Total Stockholder Equity,70221000000.0,75693000000.0,73316000000.0,74558000000.0
Minority Interest,242000000.0,247000000.0,253000000.0,259000000.0
Deferred Long Term Liab,,,,108000000.0
Other Current Liab,12815000000.0,12468000000.0,11198000000.0,10017000000.0
Total Assets,737741000000.0,767583000000.0,780492000000.0,795146000000.0
Common Stock,12000000.0,12000000.0,12000000.0,12000000.0
Other Current Assets,12407000000.0,10379000000.0,9106000000.0,15661000000.0
Retained Earnings,36919000000.0,36568000000.0,36782000000.0,36491000000.0
Other Liab,522322000000.0,544947000000.0,562379000000.0,579388000000.0
Good Will,9159000000.0,9245000000.0,9360000000.0,10112000000.0
Treasury Stock,-421000000.0,5385000000.0,2778000000.0,4243000000.0
Other Assets,283556000000.0,304795000000.0,306516000000.0,314225000000.0
Cash,24094000000.0,24289000000.0,24405000000.0,19795000000.0
Total Current Liabilities,70914000000.0,70264000000.0,67629000000.0,62553000000.0
Deferred Long Term Asset Charges,,,,94000000.0
Short Long Term Debt,755000000.0,202000000.0,213000000.0,238000000.0
Other Stockholder Equity,12757000000.0,18563000000.0,16036000000.0,18072000000.0
Property Plant Equipment,,,,2614000000.0
Total Current Assets,76333000000.0,72162000000.0,68724000000.0,66844000000.0
Long Term Investments,351439000000.0,365028000000.0,379713000000.0,382663000000.0
Net Tangible Assets,61062000000.0,66448000000.0,63956000000.0,62147000000.0
Short Term Investments,5930000000.0,5345000000.0,3832000000.0,3904000000.0
Net Receivables,22266000000.0,21936000000.0,21862000000.0,19155000000.0
Long Term Debt,74042000000.0,76432000000.0,76915000000.0,77095000000.0
Accounts Payable,21516000000.0,23158000000.0,21095000000.0,22147000000.0
