,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31
Net Income,199359000.0,269576000.0,286634000.0,278806000.0,299751000.0
Change To Liabilities,0.0,0.0,0.0,14008000.0,0.0
Investments,20225000.0,144882000.0,-59736000.0,-29630000.0,
Total Cashflows From Investing Activities,-23072000.0,-2418000.0,-235692000.0,-194106000.0,
Total Cash From Financing Activities,-336766000.0,-63261000.0,-273075000.0,-23082000.0,
Change To Operating Activities,40231000.0,-144870000.0,-3350000.0,106273000.0,
Change In Cash,-49530000.0,132304000.0,-144443000.0,122803000.0,
Total Cash From Operating Activities,310308000.0,197983000.0,364324000.0,339991000.0,
Depreciation,63991000.0,63951000.0,65164000.0,66793000.0,
Dividends Paid,-23232000.0,-23176000.0,-22979000.0,-22979000.0,
Change To Account Receivables,-125562000.0,-125562000.0,-125562000.0,-125562000.0,
Other Cashflows From Financing Activities,-73319000.0,-85000.0,6154000.0,-103000.0,
Change To Netincome,6727000.0,9326000.0,15876000.0,27602000.0,
Capital Expenditures,-50953000.0,-155156000.0,-178579000.0,-165389000.0,
Repurchase Of Stock,-240215000.0,-40000000.0,-256250000.0,,
Other Cashflows From Investing Activities,-500000.0,-500000.0,-500000.0,,
