,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Intangible Assets,2677446000.0,2681087000.0,2675482000.0,2727175000.0,11652000000.0,11448000000.0
Capital Surplus,3835265000.0,3838047000.0,3847824000.0,3853401000.0,19796000000.0,19800000000.0
Total Liab,6745689000.0,6889680000.0,6895054000.0,7135084000.0,19034000000.0,18964000000.0
Total Stockholder Equity,5827850000.0,5987805000.0,6078207000.0,6311153000.0,21642000000.0,21761000000.0
Minority Interest,115537000.0,111645000.0,112113000.0,109434000.0,141000000.0,139000000.0
Other Current Liab,498187000.0,519064000.0,562737000.0,400522000.0,1074000000.0,633000000.0
Total Assets,12689076000.0,12989130000.0,13085374000.0,13555671000.0,40817000000.0,40864000000.0
Common Stock,16066000.0,16066000.0,16066000.0,16066000.0,34000000.0,34000000.0
Other Current Assets,42591000.0,17447000.0,15375000.0,56250000.0,10000000.0,289000000.0
Retained Earnings,4162347000.0,4168378000.0,4170894000.0,4156168000.0,3922000000.0,3759000000.0
Other Liab,1371789000.0,1363807000.0,1388033000.0,1183359000.0,3746000000.0,3701000000.0
Good Will,5267559000.0,5348623000.0,5427482000.0,5593252000.0,17104000000.0,17250000000.0
Treasury Stock,-2185828000.0,-2034686000.0,-1956577000.0,-1714482000.0,-2110000000.0,-1832000000.0
Other Assets,299352000.0,308083000.0,357327000.0,410221000.0,488000000.0,497000000.0
Cash,433246000.0,497412000.0,469840000.0,649541000.0,872000000.0,935000000.0
Total Current Liabilities,1426995000.0,1344172000.0,1616259000.0,1903726000.0,3261000000.0,3227000000.0
Deferred Long Term Asset Charges,96109000.0,110381000.0,154504000.0,196950000.0,102000000.0,113000000.0
Short Long Term Debt,385569000.0,185200000.0,440962000.0,634159000.0,628000000.0,607000000.0
Other Stockholder Equity,-1164208000.0,-1017466000.0,-939419000.0,-697541000.0,-1102000000.0,-834000000.0
Property Plant Equipment,1626425000.0,1638752000.0,1678878000.0,1765224000.0,5399000000.0,5372000000.0
Total Current Assets,2818294000.0,3012585000.0,2946205000.0,3059799000.0,6174000000.0,6297000000.0
Net Tangible Assets,-2117155000.0,-2041905000.0,-2024757000.0,-2009274000.0,-7114000000.0,-6937000000.0
Net Receivables,943114000.0,961568000.0,928625000.0,1121816000.0,2023000000.0,2311000000.0
Long Term Debt,3946905000.0,4181701000.0,3890762000.0,3779359000.0,11330000000.0,11354000000.0
Inventory,1075913000.0,1165860000.0,1151281000.0,1131856000.0,2589000000.0,2464000000.0
Accounts Payable,456156000.0,550533000.0,505259000.0,555687000.0,1337000000.0,1389000000.0
