,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Investments,519608000.0,-956277000.0,623030000.0,241903000.0,-1017685000.0
Change To Liabilities,0.0,0.0,72769000.0,0.0,0.0
Total Cashflows From Investing Activities,43585000.0,-2742942000.0,-681079000.0,184582000.0,-1443079000.0
Net Borrowings,-1118863000.0,958296000.0,1976744000.0,-224503000.0,-311392000.0
Total Cash From Financing Activities,-1115313000.0,969562000.0,1656407000.0,-229455000.0,-306597000.0
Change To Operating Activities,25305000.0,-32682000.0,-553814000.0,132239000.0,51257000.0
Issuance Of Stock,3551000.0,12936000.0,5402000.0,6389000.0,18704000.0
Net Income,452343000.0,504599000.0,732632000.0,630224000.0,671047000.0
Change In Cash,-236785000.0,-766585000.0,1569413000.0,1080625000.0,-623275000.0
Total Cash From Operating Activities,834943000.0,1006795000.0,594085000.0,1125498000.0,1126401000.0
Depreciation,152124000.0,199083000.0,196525000.0,190385000.0,186390000.0
Other Cashflows From Investing Activities,-80181000.0,64008000.0,-337065000.0,2006000.0,-44995000.0
Other Cashflows From Financing Activities,-1000.0,-1670000.0,-325739000.0,-11341000.0,-13909000.0
Change To Netincome,205171000.0,335795000.0,197487000.0,172650000.0,217707000.0
Capital Expenditures,-99553000.0,-112832000.0,-103753000.0,-115096000.0,-262975000.0
Change To Inventory,58291000.0,58291000.0,58291000.0,,
Change To Account Receivables,-25172000.0,-25172000.0,-25172000.0,,
