,2016-12-31,2017-12-31,2018-12-31,2019-12-31
Intangible Assets,6345000.0,4457000.0,217132000.0,210337000.0
Capital Surplus,70850000.0,131907000.0,41918936000.0,40227856000.0
Total Liab,825264000.0,2402028000.0,10692210000.0,19403841000.0
Total Stockholder Equity,-3904777000.0,-11603089000.0,6837041000.0,-6299686000.0
Minority Interest,-11583000.0,11309000.0,1313301000.0,1477874000.0
Other Current Liab,270225000.0,590031000.0,1817695000.0,2434335000.0
Total Assets,1770478000.0,10468034000.0,18842552000.0,14582029000.0
Common Stock,52000.0,60000.0,1809000.0,1827000.0
Other Current Assets,254783000.0,674452000.0,1411935000.0,1403063000.0
Retained Earnings,-4076945000.0,-11711948000.0,-35039810000.0,-46326321000.0
Other Liab,61199000.0,141113000.0,930812000.0,1063023000.0
Treasury Stock,101266000.0,-23108000.0,-43894000.0,-203048000.0
Other Assets,56102000.0,195434000.0,1454328000.0,1642572000.0
Cash,581296000.0,7505954000.0,3133847000.0,862839000.0
Total Current Liabilities,726565000.0,1618514000.0,8593386000.0,9498858000.0
Short Long Term Debt,,,198852000.0,322436000.0
Other Stockholder Equity,110452000.0,-13922000.0,-34708000.0,-203048000.0
Property Plant Equipment,833004000.0,1911013000.0,4853157000.0,7685787000.0
Total Current Assets,875027000.0,8310005000.0,12169632000.0,4928008000.0
Long Term Investments,,47125000.0,148303000.0,115325000.0
Net Tangible Assets,-3911122000.0,-11607546000.0,6619909000.0,-6510023000.0
Short Term Investments,8534000.0,12582000.0,5178024000.0,184271000.0
Net Receivables,30414000.0,27553000.0,980587000.0,1588307000.0
Long Term Debt,37500000.0,642401000.0,1168012000.0,7154798000.0
Inventory,,89464000.0,1465239000.0,889528000.0
Accounts Payable,,253477000.0,3080821000.0,3292386000.0
