,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31
Net Income,-2893801000.0,-1722837000.0,-1207847000.0,-1187936000.0,-1492170000.0
Change To Liabilities,0.0,-18409000.0,970714000.0,1138836000.0,0.0
Investments,-293255000.0,-293255000.0,115165000.0,-2694030000.0,
Total Cashflows From Investing Activities,-485952000.0,-485952000.0,-101600000.0,-3073853000.0,
Net Borrowings,2912341000.0,2912341000.0,-1526000.0,86010000.0,
Total Cash From Financing Activities,2920353000.0,2920353000.0,8194842000.0,11399907000.0,
Change To Operating Activities,-258864000.0,-258864000.0,832648000.0,-54290000.0,
Issuance Of Stock,15028000.0,15028000.0,3399852000.0,11625355000.0,
Change In Cash,1058351000.0,1058351000.0,8932786000.0,8574578000.0,
Effect Of Exchange Rate,-3076000.0,-3076000.0,-10323000.0,-77871000.0,
Total Cash From Operating Activities,-1372974000.0,-1372974000.0,849867000.0,326395000.0,
Depreciation,398747000.0,398747000.0,361929000.0,353506000.0,
Change To Inventory,-68701000.0,-68701000.0,-69424000.0,-13623000.0,
Change To Account Receivables,136138000.0,136138000.0,-171862000.0,-101856000.0,
Other Cashflows From Financing Activities,-7016000.0,-7016000.0,4796516000.0,-311458000.0,
Change To Netincome,177760000.0,177760000.0,91010000.0,229517000.0,
Capital Expenditures,-355769000.0,-355769000.0,-216765000.0,-379823000.0,
