,2020-06-28,2020-09-27,2020-12-27,2021-03-28
Investments,-2781000000.0,123000000.0,-636000000.0,-242000000.0
Change To Liabilities,-55000000.0,114000000.0,22000000.0,164000000.0
Total Cashflows From Investing Activities,-3156000000.0,-338000000.0,-1202000000.0,-1832000000.0
Net Borrowings,-10000000.0,-219000000.0,1000000.0,-1000000.0
Total Cash From Financing Activities,-1003000000.0,-836000000.0,-1645000000.0,-2143000000.0
Change To Operating Activities,185000000.0,280000000.0,181000000.0,-93000000.0
Issuance Of Stock,2000000.0,153000000.0,174000000.0,174000000.0
Net Income,845000000.0,2960000000.0,2455000000.0,1762000000.0
Change In Cash,-2283000000.0,587000000.0,369000000.0,-1076000000.0
Repurchase Of Stock,-204000000.0,-18000000.0,-893000000.0,-1573000000.0
Effect Of Exchange Rate,4000000.0,20000000.0,41000000.0,-12000000.0
Total Cash From Operating Activities,1872000000.0,1741000000.0,3175000000.0,2911000000.0
Depreciation,363000000.0,339000000.0,364000000.0,387000000.0
Other Cashflows From Investing Activities,74000000.0,-87000000.0,41000000.0,-9000000.0
Dividends Paid,-733000000.0,-734000000.0,-739000000.0,-734000000.0
Change To Inventory,-641000000.0,-219000000.0,62000000.0,-122000000.0
Change To Account Receivables,1229000000.0,-2151000000.0,-141000000.0,799000000.0
Other Cashflows From Financing Activities,-58000000.0,-18000000.0,-14000000.0,-9000000.0
Change To Netincome,-54000000.0,418000000.0,232000000.0,14000000.0
Capital Expenditures,-418000000.0,-348000000.0,-469000000.0,-483000000.0
