,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Investments,4000000.0,17000000.0,-58000000.0,-14000000.0,95000000.0
Change To Liabilities,0.0,0.0,1766000000.0,0.0,0.0
Total Cashflows From Investing Activities,-619000000.0,-472000000.0,-731000000.0,-422000000.0,-264000000.0
Net Borrowings,1258000000.0,-1357000000.0,-1000000.0,22000000.0,-7000000.0
Total Cash From Financing Activities,658000000.0,-1915000000.0,-787000000.0,-967000000.0,-1264000000.0
Change To Operating Activities,164000000.0,247000000.0,-669000000.0,-6000000.0,-97000000.0
Issuance Of Stock,57000000.0,83000000.0,16000000.0,86000000.0,17000000.0
Net Income,537000000.0,1232000000.0,2162000000.0,1793000000.0,1189000000.0
Change In Cash,1386000000.0,-283000000.0,2358000000.0,1216000000.0,604000000.0
Repurchase Of Stock,-4000000.0,-2000000.0,-161000000.0,-275000000.0,-471000000.0
Effect Of Exchange Rate,25000000.0,38000000.0,78000000.0,-32000000.0,4000000.0
Total Cash From Operating Activities,1322000000.0,2066000000.0,3798000000.0,2637000000.0,2128000000.0
Depreciation,825000000.0,808000000.0,866000000.0,934000000.0,874000000.0
Other Cashflows From Investing Activities,3000000.0,7000000.0,6000000.0,4000000.0,6000000.0
Dividends Paid,-642000000.0,-639000000.0,-641000000.0,-800000000.0,-803000000.0
Change To Inventory,-550000000.0,149000000.0,345000000.0,-537000000.0,-5000000.0
Change To Account Receivables,231000000.0,-470000000.0,-581000000.0,165000000.0,35000000.0
Change To Netincome,115000000.0,100000000.0,523000000.0,288000000.0,132000000.0
Capital Expenditures,-642000000.0,-496000000.0,-679000000.0,-397000000.0,-413000000.0
Other Cashflows From Financing Activities,-11000000.0,,,,
