,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Intangible Assets,166907000.0,172291000.0,177675000.0,183060000.0
Capital Surplus,4420902000.0,4352864000.0,4276667000.0,4217911000.0
Total Liab,933592000.0,949650000.0,916597000.0,867717000.0
Total Stockholder Equity,2727844000.0,2611268000.0,2390833000.0,2344604000.0
Other Current Liab,137850000.0,109018000.0,101442000.0,124286000.0
Total Assets,3661436000.0,3560918000.0,3307430000.0,3212321000.0
Common Stock,220000.0,219000.0,219000.0,218000.0
Retained Earnings,-1672920000.0,-1726455000.0,-1876305000.0,-1861102000.0
Other Liab,264364000.0,271694000.0,264123000.0,265331000.0
Good Will,155593000.0,155593000.0,155593000.0,155593000.0
Treasury Stock,-20358000.0,-15360000.0,-9748000.0,-12423000.0
Other Assets,64136000.0,62763000.0,64469000.0,65402000.0
Cash,1669968000.0,1513008000.0,1497775000.0,1326730000.0
Total Current Liabilities,623881000.0,631195000.0,606202000.0,556513000.0
Other Stockholder Equity,-20358000.0,-15360000.0,-9748000.0,-12423000.0
Property Plant Equipment,622657000.0,588076000.0,527458000.0,481910000.0
Total Current Assets,2449969000.0,2359894000.0,2159425000.0,2077625000.0
Long Term Investments,202174000.0,222301000.0,222810000.0,248731000.0
Net Tangible Assets,2405344000.0,2283384000.0,2057565000.0,2005951000.0
Short Term Investments,292425000.0,288369000.0,237025000.0,262756000.0
Net Receivables,397357000.0,481994000.0,356182000.0,420250000.0
Inventory,16700000.0,16425000.0,17012000.0,16335000.0
Accounts Payable,85058000.0,98767000.0,122512000.0,90909000.0
Deferred Long Term Asset Charges,,2054000.0,,
Short Long Term Debt,,,11900000.0,18588000.0
