,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Intangible Assets,183060000.0,177675000.0,172291000.0,166907000.0,161523000.0
Total Liab,867717000.0,916597000.0,949650000.0,933592000.0,968762000.0
Total Stockholder Equity,2344604000.0,2390833000.0,2611268000.0,2727844000.0,2935861000.0
Total Assets,3212321000.0,3307430000.0,3560918000.0,3661436000.0,3904623000.0
Common Stock,218000.0,219000.0,219000.0,220000.0,2935861000.0
Other Liab,265331000.0,264123000.0,271694000.0,264364000.0,259000000.0
Good Will,155593000.0,155593000.0,155593000.0,155593000.0,155593000.0
Cash,1326730000.0,1497775000.0,1513008000.0,1669968000.0,2080967000.0
Total Current Liabilities,556513000.0,606202000.0,631195000.0,623881000.0,675516000.0
Property Plant Equipment,481910000.0,527458000.0,588076000.0,622657000.0,689043000.0
Total Current Assets,2077625000.0,2159425000.0,2359894000.0,2449969000.0,2677773000.0
Long Term Investments,248731000.0,222810000.0,222301000.0,202174000.0,220691000.0
Net Tangible Assets,2005951000.0,2057565000.0,2283384000.0,2405344000.0,2618745000.0
Net Receivables,420250000.0,356182000.0,481994000.0,397357000.0,438170000.0
Inventory,16335000.0,17012000.0,16425000.0,16700000.0,52260000.0
Accounts Payable,90909000.0,122512000.0,98767000.0,85058000.0,675516000.0
Capital Surplus,4217911000.0,4276667000.0,4352864000.0,4420902000.0,
Other Current Liab,124286000.0,101442000.0,109018000.0,137850000.0,
Retained Earnings,-1861102000.0,-1876305000.0,-1726455000.0,-1672920000.0,
Treasury Stock,-12423000.0,-9748000.0,-15360000.0,-20358000.0,
Other Assets,65402000.0,64469000.0,62763000.0,64136000.0,
Other Stockholder Equity,-12423000.0,-9748000.0,-15360000.0,-20358000.0,
Short Term Investments,262756000.0,237025000.0,288369000.0,292425000.0,
Deferred Long Term Asset Charges,,,2054000.0,,
Short Long Term Debt,18588000.0,11900000.0,,,
