,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Change To Liabilities,-1544000000.0,1203000000.0,33000000.0,0.0,2152000000.0
Total Cashflows From Investing Activities,-1290000000.0,-1827000000.0,-690000000.0,-1600000000.0,-1572000000.0
Net Borrowings,1643000000.0,689000000.0,-220000000.0,1200000000.0,-2463000000.0
Total Cash From Financing Activities,-733000000.0,-1696000000.0,-2685000000.0,-1100000000.0,-4945000000.0
Change To Operating Activities,16000000.0,239000000.0,-610000000.0,-900000000.0,23000000.0
Issuance Of Stock,23000000.0,5000000.0,14000000.0,300000000.0,106000000.0
Net Income,-8270000000.0,-207000000.0,-665000000.0,1377000000.0,3082000000.0
Change In Cash,-1911000000.0,12000000.0,-1054000000.0,1500000000.0,424000000.0
Effect Of Exchange Rate,32000000.0,-2000000.0,83000000.0,-100000000.0,-13000000.0
Total Cash From Operating Activities,80000000.0,3537000000.0,2238000000.0,4200000000.0,6954000000.0
Depreciation,6717000000.0,4017000000.0,2361000000.0,4300000000.0,4522000000.0
Other Cashflows From Investing Activities,-675000000.0,-360000000.0,15000000.0,-100000000.0,14000000.0
Dividends Paid,-2394000000.0,-2390000000.0,-2465000000.0,-2500000000.0,-2573000000.0
Other Cashflows From Financing Activities,-5000000.0,-14000000.0,-14000000.0,-100000000.0,-15000000.0
Change To Netincome,1166000000.0,-624000000.0,2064000000.0,-577000000.0,-442000000.0
Capital Expenditures,-2092000000.0,-1630000000.0,-2067000000.0,-1700000000.0,-1797000000.0
Investments,19000000.0,72000000.0,10000000.0,,6000000.0
Change To Inventory,1104000000.0,-170000000.0,83000000.0,,-522000000.0
Change To Account Receivables,1783000000.0,-1168000000.0,-1178000000.0,,-1898000000.0
