,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Intangible Assets,1204432000.0,1129900000.0,4104000000.0,3869200000.0
Capital Surplus,906616000.0,914600000.0,7877200000.0,7880600000.0
Total Liab,3751448000.0,5780100000.0,8950600000.0,8301800000.0
Total Stockholder Equity,2808868000.0,2865200000.0,9956500000.0,10122300000.0
Minority Interest,19664000.0,3900000.0,37100000.0,30400000.0
Other Current Liab,601258000.0,580300000.0,949200000.0,1121700000.0
Total Assets,6579980000.0,8649200000.0,18944200000.0,18454500000.0
Common Stock,1323000.0,1300000.0,2000000.0,2000000.0
Other Current Assets,122291000.0,1877000000.0,150900000.0,226500000.0
Retained Earnings,2773300000.0,3022000000.0,3267000000.0,3588900000.0
Other Liab,354815000.0,340700000.0,1359000000.0,1044100000.0
Good Will,2460103000.0,2396500000.0,8360600000.0,8485200000.0
Treasury Stock,-872371000.0,-1072700000.0,-1189700000.0,-1349200000.0
Other Assets,76360000.0,109400000.0,536500000.0,518700000.0
Cash,233401000.0,580900000.0,604200000.0,598700000.0
Total Current Liabilities,1573330000.0,1646600000.0,3258000000.0,3226300000.0
Short Long Term Debt,47225000.0,64100000.0,95700000.0,447200000.0
Other Stockholder Equity,-44992000.0,-256600000.0,-382600000.0,-339100000.0
Property Plant Equipment,573972000.0,563800000.0,1655800000.0,1601600000.0
Total Current Assets,2265113000.0,4449600000.0,4192100000.0,3879800000.0
Long Term Investments,,,95200000.0,100000000.0
Net Tangible Assets,-855667000.0,-661200000.0,-2508100000.0,-2232100000.0
Net Receivables,1166787000.0,1146800000.0,1663900000.0,1412500000.0
Long Term Debt,1823303000.0,3792800000.0,4333600000.0,3792200000.0
Inventory,742634000.0,844900000.0,1773100000.0,1642100000.0
Accounts Payable,552525000.0,589400000.0,1157500000.0,909400000.0
