Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-03-00-00-00,85.45999908447266,86.95999908447266,84.20999908447266,85.81999969482422,76706000,0,0.0
2023-01-04-00-00-00,86.55000305175781,86.9800033569336,83.36000061035156,85.13999938964844,68885100,0,0.0
2023-01-05-00-00-00,85.33000183105469,85.41999816894531,83.06999969482422,83.12000274658203,67930800,0,0.0
2023-01-06-00-00-00,83.02999877929688,86.4000015258789,81.43000030517578,86.08000183105469,83219100,0,0.0
2023-01-09-00-00-00,87.45999908447266,89.4800033569336,87.08000183105469,87.36000061035156,65266100,0,0.0
2023-01-10-00-00-00,87.56999969482422,90.19000244140625,87.29000091552734,89.87000274658203,67756600,0,0.0
2023-01-11-00-00-00,90.93000030517578,95.26000213623047,90.93000030517578,95.08999633789062,103126200,0,0.0
2023-01-12-00-00-00,96.93000030517578,97.19000244140625,93.5,95.2699966430664,85254800,0,0.0
2023-01-13-00-00-00,94.18000030517578,98.37000274658205,94.12000274658205,98.12000274658205,85413600,0,0.0
2023-01-17-00-00-00,98.68000030517578,98.88999938964844,95.7300033569336,96.0500030517578,72536900,0,0.0
2023-01-18-00-00-00,97.25,99.31999969482422,95.37999725341795,95.45999908447266,79463000,0,0.0
2023-01-19-00-00-00,94.73999786376952,95.44000244140624,92.86000061035156,93.68000030517578,68835400,0,0.0
2023-01-20-00-00-00,93.86000061035156,97.3499984741211,93.1999969482422,97.25,67307100,0,0.0
2023-01-23-00-00-00,97.55999755859375,97.77999877929688,95.86000061035156,97.5199966430664,76501100,0,0.0
2023-01-24-00-00-00,96.93000030517578,98.08999633789062,96.0,96.31999969482422,66929500,0,0.0
2023-01-25-00-00-00,92.55999755859376,97.23999786376952,91.5199966430664,97.18000030517578,93989600,0,0.0
2023-01-26-00-00-00,98.23999786376953,99.48999786376953,96.91999816894531,99.22000122070312,68396400,0,0.0
