,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Investments,55000000.0,363000000.0,-7000000.0,14000000.0,-14000000.0
Change To Liabilities,37000000.0,-1058000000.0,3495000000.0,-3060000000.0,-1238000000.0
Total Cashflows From Investing Activities,-5256000000.0,-3448000000.0,178000000.0,-26852000000.0,-3779000000.0
Net Borrowings,3109000000.0,-11233000000.0,-5138000000.0,22677000000.0,-2070000000.0
Total Cash From Financing Activities,188000000.0,-15857000000.0,-10239000000.0,18483000000.0,-6583000000.0
Change To Operating Activities,-1843000000.0,-2605000000.0,-6592000000.0,-2586000000.0,-3178000000.0
Issuance Of Stock,26000000.0,4000000.0,17000000.0,63000000.0,22000000.0
Net Income,1281000000.0,2816000000.0,-13883000000.0,7550000000.0,1570000000.0
Change In Cash,6991000000.0,-7182000000.0,21000000.0,1558000000.0,548000000.0
Repurchase Of Stock,-17000000.0,-3000000.0,-15000000.0,-176000000.0,-9000000.0
Total Cash From Operating Activities,12059000000.0,12123000000.0,10082000000.0,9927000000.0,10910000000.0
Depreciation,7285000000.0,7030000000.0,3496000000.0,5809000000.0,5761000000.0
Other Cashflows From Investing Activities,,-105000000.0,-105000000.0,-105000000.0,-105000000.0
Dividends Paid,-3737000000.0,-3741000000.0,-3741000000.0,-3741000000.0,-3830000000.0
Change To Account Receivables,827000000.0,-201000000.0,-105000000.0,751000000.0,664000000.0
Other Cashflows From Financing Activities,807000000.0,-884000000.0,-1362000000.0,-340000000.0,-696000000.0
Change To Netincome,2756000000.0,3678000000.0,18033000000.0,-1423000000.0,3961000000.0
Capital Expenditures,-4466000000.0,-3851000000.0,-2392000000.0,-4033000000.0,-3959000000.0
