,2020-05-31,2020-08-31,2020-11-30,2021-02-28
Intangible Assets,1168000000.0,1186000000.0,1186000000.0,1195000000.0
Capital Surplus,9683000000.0,10680000000.0,13948000000.0,14977000000.0
Total Liab,28977000000.0,31315000000.0,33038000000.0,37413000000.0
Total Stockholder Equity,20840000000.0,19503000000.0,20555000000.0,19813000000.0
Other Current Liab,2620000000.0,2149000000.0,1941000000.0,1827000000.0
Total Assets,49817000000.0,50818000000.0,53593000000.0,57226000000.0
Common Stock,367000000.0,369000000.0,372000000.0,372000000.0
Other Current Assets,1000000.0,1000000.0,-1000000.0,143000000.0
Retained Earnings,21155000000.0,18297000000.0,16075000000.0,14102000000.0
Other Liab,951000000.0,928000000.0,944000000.0,1011000000.0
Good Will,790000000.0,807000000.0,807000000.0,814000000.0
Treasury Stock,-10365000000.0,-9843000000.0,-9840000000.0,-9638000000.0
Other Assets,954000000.0,1117000000.0,1305000000.0,1606000000.0
Cash,6881000000.0,8176000000.0,9513000000.0,9674000000.0
Total Current Liabilities,11858000000.0,10184000000.0,8686000000.0,8619000000.0
Short Long Term Debt,2378000000.0,2626000000.0,1747000000.0,1731000000.0
Other Stockholder Equity,-1961000000.0,-1439000000.0,-1436000000.0,-1234000000.0
Property Plant Equipment,38552000000.0,38305000000.0,39443000000.0,40937000000.0
Total Current Assets,8222000000.0,9268000000.0,10563000000.0,12459000000.0
Long Term Investments,131000000.0,135000000.0,289000000.0,215000000.0
Net Tangible Assets,18882000000.0,17510000000.0,18562000000.0,17804000000.0
Short Term Investments,,,,1840000000.0
Net Receivables,613000000.0,393000000.0,427000000.0,250000000.0
Long Term Debt,14876000000.0,18922000000.0,22135000000.0,26527000000.0
Inventory,362000000.0,349000000.0,335000000.0,312000000.0
Accounts Payable,1809000000.0,691000000.0,624000000.0,505000000.0
