,2017-12-31,2018-12-31,2019-12-31,2020-12-31
Change To Liabilities,40000000.0,8000000.0,-26000000.0,-51000000.0
Total Cashflows From Investing Activities,-822000000.0,-930000000.0,-103000000.0,-1329000000.0
Net Borrowings,-204000000.0,2415000000.0,464000000.0,1478000000.0
Total Cash From Financing Activities,-3487000000.0,-1522000000.0,-3368000000.0,560000000.0
Change To Operating Activities,200000000.0,350000000.0,-1085000000.0,-887000000.0
Issuance Of Stock,40000000.0,79000000.0,54000000.0,24000000.0
Net Income,2808000000.0,2413000000.0,2698000000.0,-1685000000.0
Change In Cash,292000000.0,2231000000.0,-419000000.0,-2105000000.0
Effect Of Exchange Rate,58000000.0,-18000000.0,14000000.0,-24000000.0
Total Cash From Operating Activities,4543000000.0,4701000000.0,3038000000.0,-1312000000.0
Depreciation,1208000000.0,1146000000.0,1216000000.0,1215000000.0
Dividends Paid,-2311000000.0,-2352000000.0,-2367000000.0,-603000000.0
Change To Account Receivables,83000000.0,-119000000.0,-150000000.0,402000000.0
Other Cashflows From Financing Activities,-637000000.0,-759000000.0,-765000000.0,-339000000.0
Change To Netincome,162000000.0,868000000.0,352000000.0,-349000000.0
Capital Expenditures,-837000000.0,-949000000.0,-1216000000.0,-1330000000.0
Repurchase Of Stock,-375000000.0,-905000000.0,-754000000.0,
Other Cashflows From Investing Activities,-1000000.0,,,
