,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
Investments,543000000.0,-1959000000.0,-1450000000.0,-1714000000.0,-1075000000.0,-913000000.0
Change To Liabilities,3237000000.0,-3986000000.0,2317000000.0,609000000.0,-834000000.0,1065000000.0
Total Cashflows From Investing Activities,-2952000000.0,-2869000000.0,-5178000000.0,-3707000000.0,-5502000000.0,-1879000000.0
Net Borrowings,-5582000000.0,-2274000000.0,-355000000.0,2907000000.0,1951000000.0,-1125000000.0
Total Cash From Financing Activities,-6279000000.0,-5018000000.0,-1596000000.0,787000000.0,-218000000.0,-4397000000.0
Change To Operating Activities,-3008000000.0,2825000000.0,1269000000.0,2013000000.0,-450000000.0,927000000.0
Issuance Of Stock,313000000.0,336000000.0,234000000.0,436000000.0,328000000.0,313000000.0
Net Income,6637000000.0,3172000000.0,2212000000.0,4862000000.0,4266000000.0,4086000000.0
Change In Cash,758000000.0,-4777000000.0,-629000000.0,3034000000.0,-123000000.0,1253000000.0
Repurchase Of Stock,-850000000.0,-850000000.0,-1709000000.0,-1650000000.0,-1250000000.0,-1050000000.0
Effect Of Exchange Rate,-14000000.0,-17000000.0,44000000.0,-51000000.0,57000000.0,-51000000.0
Total Cash From Operating Activities,10003000000.0,3127000000.0,6101000000.0,6005000000.0,5540000000.0,7580000000.0
Depreciation,717000000.0,719000000.0,-82000000.0,758000000.0,778000000.0,796000000.0
Other Cashflows From Investing Activities,-21000000.0,21000000.0,-341000000.0,-232000000.0,-416000000.0,-252000000.0
Dividends Paid,-1188000000.0,-1188000000.0,-1184000000.0,-1181000000.0,-1367000000.0,-1367000000.0
Change To Account Receivables,2213000000.0,245000000.0,-494000000.0,-2895000000.0,1677000000.0,371000000.0
Other Cashflows From Financing Activities,178000000.0,-1042000000.0,1418000000.0,275000000.0,120000000.0,-1168000000.0
Change To Netincome,207000000.0,152000000.0,65000000.0,658000000.0,103000000.0,335000000.0
Capital Expenditures,-451000000.0,-557000000.0,-574000000.0,-568000000.0,-562000000.0,-629000000.0
