,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
Investments,,-5000000.0,-5000000.0,-5000000.0,-5000000.0
Change To Liabilities,-48100000.0,0.0,0.0,0.0,342000000.0
Total Cashflows From Investing Activities,-78500000.0,27000000.0,-103000000.0,-39000000.0,-118000000.0
Net Borrowings,-344900000.0,258000000.0,-220000000.0,221000000.0,-359000000.0
Total Cash From Financing Activities,-646500000.0,76000000.0,-485000000.0,-192000000.0,-578000000.0
Change To Operating Activities,469700000.0,-439000000.0,186000000.0,-261000000.0,426000000.0
Issuance Of Stock,100000.0,5000000.0,4000000.0,2000000.0,19000000.0
Net Income,179100000.0,198000000.0,219000000.0,267000000.0,255000000.0
Change In Cash,204800000.0,14000000.0,-2000000.0,-65000000.0,160000000.0
Repurchase Of Stock,-114100000.0,-75000000.0,-75000000.0,-233000000.0,-51000000.0
Effect Of Exchange Rate,15900000.0,21000000.0,34000000.0,-9000000.0,12000000.0
Total Cash From Operating Activities,913900000.0,-110000000.0,552000000.0,175000000.0,844000000.0
Depreciation,130800000.0,145000000.0,142000000.0,139000000.0,138000000.0
Dividends Paid,-187300000.0,-181000000.0,-184000000.0,-182000000.0,-181000000.0
Change To Inventory,25600000.0,-112000000.0,-112000000.0,-112000000.0,-112000000.0
Change To Account Receivables,133300000.0,-189000000.0,-189000000.0,-189000000.0,-189000000.0
Other Cashflows From Financing Activities,-300000.0,-6000000.0,-10000000.0,-6000000.0,-6000000.0
Change To Netincome,19800000.0,-16000000.0,2000000.0,28000000.0,-19000000.0
Capital Expenditures,-86800000.0,-114000000.0,-104000000.0,-117000000.0,-133000000.0
Other Cashflows From Investing Activities,262000000.0,262000000.0,262000000.0,262000000.0,
