,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Investments,-2824000.0,-800000.0,-6917000.0,-6917000.0
Change To Liabilities,331383000.0,41687000.0,66421000.0,-144970000.0
Total Cashflows From Investing Activities,-33443000.0,-59454000.0,-30462000.0,-31099000.0
Net Borrowings,-82995000.0,-326701000.0,-256025000.0,-551874000.0
Total Cash From Financing Activities,-208495000.0,-361768000.0,-260629000.0,-555415000.0
Change To Operating Activities,86367000.0,-52402000.0,-72885000.0,107930000.0
Net Income,265913000.0,181012000.0,193483000.0,118792000.0
Change In Cash,278040000.0,-109228000.0,-55044000.0,138363000.0
Repurchase Of Stock,-56979000.0,-29286000.0,-29286000.0,-29286000.0
Effect Of Exchange Rate,-2534000.0,2765000.0,14458000.0,6388000.0
Total Cash From Operating Activities,522512000.0,309229000.0,221589000.0,718489000.0
Depreciation,71416000.0,77905000.0,75722000.0,69757000.0
Change To Inventory,-13469000.0,-102276000.0,89855000.0,453015000.0
Change To Account Receivables,-197594000.0,122210000.0,-23511000.0,58827000.0
Other Cashflows From Financing Activities,-68521000.0,-5781000.0,-4604000.0,-3541000.0
Change To Netincome,-810000.0,-16362000.0,-861000.0,12598000.0
Capital Expenditures,-41779000.0,-62746000.0,-32648000.0,-32763000.0
Other Cashflows From Investing Activities,,,3917000.0,-3512000.0
